"theme";"sous_theme";"question";"bonne_reponse";"distracteur_1";"distracteur_2";"distracteur_3";"explication";"difficulte";"generalite";"note_verif"
"film_horreur";"SF-horreur";"Quel acteur de plus de deux mètres portait le costume du xénomorphe dans Alien ?";"Bolaji Badejo";"Kane Hodder";"Doug Jones";"Javier Botet";"Bolaji Badejo, étudiant nigérian de 2,08 m repéré dans un pub, n'a jamais tourné d'autre film.";"5";"5";""
"film_horreur";"SF-horreur";"Dans The Thing (1982), quel test MacReady utilise-t-il pour démasquer la créature ?";"Un test du sang au fil de cuivre chauffé";"Une analyse au microscope";"Un test de température corporelle";"Un examen des pupilles";"Chaque échantillon de sang est touché avec un fil chauffé : celui de la Chose réagit violemment. La scène est un sommet de tension.";"4";"5";""
"film_horreur";"cinéma italien";"Pourquoi le réalisateur de Cannibal Holocaust (1980) a-t-il été poursuivi en justice en Italie ?";"On le soupçonnait d'avoir réellement tué ses acteurs";"Pour plagiat d'un documentaire";"Pour diffamation envers une tribu";"Pour tournage sans autorisation en Amazonie";"Le style found footage était si convaincant que Ruggero Deodato a dû faire témoigner ses acteurs vivants au tribunal.";"4";"4";""
"film_horreur";"slashers";"En quelle année est sorti le Massacre à la tronçonneuse original de Tobe Hooper ?";"1974";"1971";"1977";"1980";"Sorti en 1974, ce film tourné dans une chaleur étouffante au Texas a longtemps été interdit dans plusieurs pays.";"4";"4";""
"film_horreur";"récompenses";"Quel est le premier film d'horreur de l'histoire nommé à l'Oscar du meilleur film ?";"L'Exorciste";"Psychose";"Les Dents de la mer";"Rosemary's Baby";"L'Exorciste décroche dix nominations aux Oscars 1974, dont celle du meilleur film, une première pour le genre.";"4";"4";""
"film_horreur";"classiques 60-70";"Comment s'appelle l'immeuble new-yorkais où emménage le couple de Rosemary's Baby ?";"Le Bramford";"L'Ansonia";"Le Belvédère";"Le San Remo";"Le Bramford, immeuble fictif à la sinistre réputation, a été filmé devant le Dakota Building, où John Lennon sera assassiné en 1980.";"5";"5";""
"film_horreur";"giallo";"Quel groupe de rock progressif italien signe la musique de Suspiria ?";"Goblin";"Libra";"Popol Vuh";"Tangerine Dream";"Goblin, collaborateur fidèle de Dario Argento, a enregistré cette partition hypnotique avant même le tournage.";"4";"5";""
"film_horreur";"zombies";"Quelle particularité juridique distingue La Nuit des morts-vivants (1968) ?";"Il est tombé dans le domaine public dès sa sortie";"Il a été interdit vingt ans aux États-Unis";"Il a perdu ses droits musicaux";"Il fut le premier film classé X";"Le distributeur a changé le titre au dernier moment en oubliant la mention de copyright, faisant tomber le film dans le domaine public américain.";"4";"5";""
"film_horreur";"cinéma français";"Quel film français de 1960 suit un chirurgien qui greffe des visages sur sa fille défigurée ?";"Les Yeux sans visage";"Les Diaboliques";"Le Boucher";"La Main du diable";"Le chef-d'œuvre de Georges Franju a influencé des générations de cinéastes ; le masque blanc de sa fille Christiane est devenu iconique.";"4";"5";""
"film_horreur";"cinéma japonais";"Quel film japonais de 1964 met en scène deux femmes qui tuent des samouraïs dans les marais ?";"Onibaba";"Kwaidan";"Kuroneko";"Jigoku";"Onibaba de Kaneto Shindō, avec son masque de démon hannya, est un classique du cinéma fantastique japonais.";"5";"5";""
"film_horreur";"thriller horrifique";"Quel psychiatre cannibale est enfermé dans Le Silence des agneaux (1991) ?";"Hannibal Lecter";"Patrick Bateman";"Jack Torrance";"Michael Myers";"Le docteur Hannibal Lecter aide le FBI depuis sa cellule à traquer un autre tueur en série.";"1";"1";""
"film_horreur";"thriller horrifique";"Quel acteur incarne Hannibal Lecter dans Le Silence des agneaux ?";"Anthony Hopkins";"Robert De Niro";"Jeremy Irons";"Ben Kingsley";"Anthony Hopkins a remporté l'Oscar du meilleur acteur pour ce rôle glaçant.";"1";"1";""
"film_horreur";"méta-slasher";"Comment s'appelle le tueur au masque blanc de la saga Scream ?";"Ghostface";"Jigsaw";"Candyman";"Michael Myers";"Ghostface, avec son masque de fantôme hurlant et sa voix trafiquée au téléphone, harcèle les lycéens de Woodsboro.";"1";"1";""
"film_horreur";"surnaturel";"Dans Sixième Sens (1999), quelle faculté possède le petit Cole ?";"Il voit les morts";"Il lit dans les pensées";"Il prédit l'avenir";"Il parle aux animaux";"Cole confie son secret au psychologue pour enfants joué par Bruce Willis, dans l'un des films les plus célèbres de 1999.";"1";"1";""
"film_horreur";"surnaturel";"Qui a réalisé Sixième Sens (1999) ?";"M. Night Shyamalan";"Alejandro Amenábar";"Tim Burton";"David Fincher";"Ce troisième film de M. Night Shyamalan l'a propulsé au rang de maître du récit à chute.";"2";"2";""
"film_horreur";"found footage";"Quel procédé de mise en scène a popularisé Le Projet Blair Witch (1999) ?";"Le found footage (images retrouvées)";"Le plan-séquence unique";"Le noir et blanc";"L'animation image par image";"Présenté comme des images retrouvées de disparus, le film a lancé la vague du found footage horrifique.";"2";"2";""
"film_horreur";"J-horror";"Dans Ring (1998), que se passe-t-il sept jours après avoir visionné la cassette maudite ?";"Le spectateur meurt";"Le spectateur devient aveugle";"Le spectateur perd la mémoire";"Le spectateur disparaît";"La malédiction de la cassette laisse sept jours à ses victimes, décompte devenu emblématique de la J-horror.";"1";"2";""
"film_horreur";"torture porn";"Dans Saw (2004), où les deux hommes enchaînés se réveillent-ils au début du film ?";"Dans une salle de bain délabrée";"Dans une cave à vin";"Dans un conteneur maritime";"Dans une chambre froide";"Cette salle de bain crasseuse, décor quasi unique du film, illustre l'efficacité d'un budget minuscule.";"2";"2";""
"film_horreur";"zombies";"Dans 28 jours plus tard (2002), quelle ville le héros découvre-t-il déserte à son réveil ?";"Londres";"New York";"Paris";"Berlin";"Les images de Cillian Murphy errant dans un Londres vide, tournées à l'aube, sont devenues iconiques.";"1";"2";""
"film_horreur";"comédie horrifique";"Quel type de créatures envahit la banlieue londonienne dans Shaun of the Dead (2004) ?";"Des zombies";"Des vampires";"Des extraterrestres";"Des loups-garous";"Cette « comédie romantique avec des zombies » a lancé le duo Simon Pegg et Edgar Wright sur la scène mondiale.";"1";"2";""
"film_horreur";"vampires";"Quel acteur incarne le vampire Lestat dans Entretien avec un vampire (1994) ?";"Tom Cruise";"Brad Pitt";"Johnny Depp";"Keanu Reeves";"Le choix de Tom Cruise avait scandalisé l'auteure Anne Rice, qui a fait amende honorable en découvrant le film. Brad Pitt joue Louis.";"2";"2";""
"film_horreur";"vampires";"Qui a réalisé le Dracula de 1992 ?";"Francis Ford Coppola";"Martin Scorsese";"Kenneth Branagh";"Ridley Scott";"Coppola a voulu des effets spéciaux entièrement à l'ancienne, réalisés en caméra, pour son adaptation gothique.";"2";"2";""
"film_horreur";"adaptations King";"Quel est le métier du héros séquestré dans Misery (1990) ?";"Romancier";"Journaliste";"Scénariste";"Professeur";"Le romancier Paul Sheldon est retenu par sa « plus grande fan », prête à tout pour qu'il ressuscite son héroïne.";"2";"2";""
"film_horreur";"surnaturel";"Quelle vision déclenche l'intrigue de Destination finale (2000) ?";"L'explosion d'un avion en vol";"Un carambolage sur l'autoroute";"Le déraillement d'un grand huit";"L'effondrement d'un pont";"Un lycéen voit l'explosion du vol 180 avant l'embarquement ; les rescapés sont ensuite rattrapés par la mort. Les autres catastrophes ouvrent les suites.";"2";"2";""
"film_horreur";"surnaturel";"Comment invoque-t-on Candyman ?";"En répétant cinq fois son nom devant un miroir";"En allumant cinq bougies noires";"En sifflant trois fois dans le noir";"En écrivant son nom avec du sang";"Prononcer « Candyman » cinq fois face au miroir fait apparaître le tueur au crochet de Cabrini-Green.";"2";"2";""
"film_horreur";"cinéma français";"Quelle bête légendaire inspire Le Pacte des loups (2001) ?";"La bête du Gévaudan";"La Tarasque";"Le Drac";"La Vouivre";"Le film mêle horreur, arts martiaux et histoire autour des attaques réelles attribuées à la bête du Gévaudan au XVIIIe siècle.";"2";"2";""
"film_horreur";"slashers";"Quels deux tueurs de sagas cultes s'affrontent dans un crossover en 2003 ?";"Freddy Krueger et Jason Voorhees";"Michael Myers et Leatherface";"Chucky et Pinhead";"Ghostface et Candyman";"Freddy contre Jason concrétise en 2003 un duel réclamé par les fans depuis plus de dix ans.";"1";"2";""
"film_horreur";"J-horror";"De quel pays est originaire la saga Ju-on (The Grudge) ?";"Le Japon";"La Chine";"La Thaïlande";"Hong Kong";"Ju-on de Takashi Shimizu appartient à la vague de la J-horror, remade ensuite à Hollywood sous le titre The Grudge.";"1";"2";""
"film_horreur";"torture porn";"Dans quel pays d'Europe les routards de Hostel (2005) sont-ils piégés ?";"La Slovaquie";"La Roumanie";"La Hongrie";"L'Ukraine";"L'auberge slovaque de Hostel cache un réseau qui vend des touristes à de riches clients tortionnaires.";"2";"3";""
"film_horreur";"thriller horrifique";"Quel acteur incarne Patrick Bateman dans American Psycho (2000) ?";"Christian Bale";"Ewan McGregor";"Matt Damon";"Jude Law";"Christian Bale compose un golden boy new-yorkais psychopathe, dans la satire adaptée du roman de Bret Easton Ellis.";"2";"2";""
"film_horreur";"thriller horrifique";"Quel personnage Jodie Foster incarne-t-elle dans Le Silence des agneaux ?";"Clarice Starling";"Sidney Prescott";"Nancy Thompson";"Laurie Strode";"La jeune stagiaire du FBI Clarice Starling a valu à Jodie Foster son deuxième Oscar de la meilleure actrice.";"3";"3";""
"film_horreur";"méta-slasher";"Qui a réalisé Scream (1996) ?";"Wes Craven";"John Carpenter";"Sam Raimi";"Tobe Hooper";"Déjà créateur de Freddy, Wes Craven a relancé le slasher avec cette relecture qui commente ses propres codes.";"3";"3";""
"film_horreur";"J-horror";"Quel réalisateur japonais a signé Ring (1998) ?";"Hideo Nakata";"Kiyoshi Kurosawa";"Shinya Tsukamoto";"Sion Sono";"Hideo Nakata, également auteur de Dark Water, est l'un des artisans majeurs de la vague J-horror.";"3";"4";""
"film_horreur";"J-horror";"Comment s'appelle le spectre aux longs cheveux noirs qui sort du puits dans Ring ?";"Sadako";"Kayako";"Tomie";"Hanako";"Sadako Yamamura, jetée dans un puits, a imposé la figure du fantôme féminin aux cheveux noirs de la J-horror.";"3";"3";""
"film_horreur";"J-horror";"Quelle actrice tient le rôle principal du Cercle (2002), remake américain de Ring ?";"Naomi Watts";"Jennifer Connelly";"Sarah Michelle Gellar";"Rachel Weisz";"Naomi Watts, révélée par Mulholland Drive, porte ce remake de Gore Verbinski au succès mondial.";"3";"3";""
"film_horreur";"surnaturel";"Quelle actrice incarne la mère de famille dans Les Autres (2001) ?";"Nicole Kidman";"Julianne Moore";"Cate Blanchett";"Michelle Pfeiffer";"Nicole Kidman veille sur ses deux enfants allergiques à la lumière dans ce film gothique d'Alejandro Amenábar.";"3";"3";""
"film_horreur";"zombies";"Qui a réalisé 28 jours plus tard (2002) ?";"Danny Boyle";"Alex Garland";"Edgar Wright";"Neil Marshall";"Danny Boyle a filmé un Londres apocalyptique en caméra numérique légère, sur un scénario d'Alex Garland.";"3";"3";""
"film_horreur";"torture porn";"Qui a réalisé le premier Saw (2004) ?";"James Wan";"Eli Roth";"Darren Lynn Bousman";"Rob Zombie";"Le jeune Australien James Wan a lancé avec Saw la franchise horrifique la plus rentable des années 2000. Darren Lynn Bousman a réalisé les suites.";"3";"3";""
"film_horreur";"found footage";"Dans quel État américain les étudiants du Projet Blair Witch disparaissent-ils ?";"Le Maryland";"Le Massachusetts";"La Virginie-Occidentale";"Le Vermont";"Le film se déroule dans la forêt de Black Hills, près de Burkittsville, dans le Maryland.";"3";"4";""
"film_horreur";"adaptations King";"Quelle actrice a remporté l'Oscar pour son rôle d'Annie Wilkes dans Misery ?";"Kathy Bates";"Sissy Spacek";"Piper Laurie";"Ellen Burstyn";"L'Oscar 1991 de Kathy Bates reste l'une des très rares statuettes majeures attribuées à un film d'horreur.";"3";"3";""
"film_horreur";"vampires";"Quelle romancière est l'auteure d'Entretien avec un vampire ?";"Anne Rice";"Mary Higgins Clark";"Stephenie Meyer";"Charlaine Harris";"Anne Rice a signé elle-même le scénario de l'adaptation de son roman de 1976, pilier des Chroniques des vampires.";"3";"3";""
"film_horreur";"surnaturel";"Quel acteur à la voix caverneuse incarne Candyman (1992) ?";"Tony Todd";"Ving Rhames";"Keith David";"Michael Clarke Duncan";"Tony Todd a tourné avec de véritables abeilles dans la bouche ; le film adapte une nouvelle de Clive Barker transposée dans les cités de Chicago.";"3";"4";""
"film_horreur";"huis clos";"Dans Cube (1997), dans quoi les prisonniers se réveillent-ils ?";"Un labyrinthe de salles cubiques piégées";"Un hôpital abandonné";"Un bunker souterrain";"Un vaisseau à la dérive";"Ce film canadien à petit budget enferme six inconnus dans des salles cubiques dont certaines sont mortellement piégées.";"3";"4";""
"film_horreur";"comédie horrifique";"Quel futur réalisateur du Seigneur des anneaux a signé le film gore Braindead (1992) ?";"Peter Jackson";"Sam Raimi";"James Cameron";"Zack Snyder";"Avant la Terre du Milieu, Peter Jackson a réalisé en Nouvelle-Zélande l'un des films les plus sanglants de l'histoire, tondeuse à gazon comprise.";"3";"4";""
"film_horreur";"gothique";"Quel acteur incarne le Cavalier sans tête dans Sleepy Hollow (1999) ?";"Christopher Walken";"Willem Dafoe";"Christopher Lee";"Mickey Rourke";"Christopher Walken prête son visage au cavalier dans les flashbacks du film gothique de Tim Burton.";"3";"4";""
"film_horreur";"récompenses";"Quel exploit Le Silence des agneaux réalise-t-il aux Oscars 1992 ?";"Remporter les cinq Oscars majeurs";"Remporter dix Oscars";"Battre le record de nominations";"Être sacré sans aucune nomination d'acteurs";"Film, réalisation, acteur, actrice et scénario : c'est le troisième film de l'histoire à réussir ce « Big Five », après New York-Miami et Vol au-dessus d'un nid de coucou.";"4";"4";""
"film_horreur";"thriller horrifique";"Combien de temps environ Anthony Hopkins apparaît-il à l'écran dans Le Silence des agneaux ?";"16 minutes";"8 minutes";"25 minutes";"40 minutes";"Une présence d'environ un quart d'heure, parmi les plus courtes jamais récompensées par l'Oscar du meilleur acteur.";"5";"4";"Durée ~16 min communément citée ; certains décomptes montent à 24 min."
"film_horreur";"méta-slasher";"Quelle œuvre d'art a inspiré le masque de Ghostface ?";"Le Cri d'Edvard Munch";"Guernica de Picasso";"Saturne dévorant un de ses fils de Goya";"L'Île des morts de Böcklin";"Le masque, déniché dans un magasin de farces et attrapes, reprend le visage hurlant et déformé du tableau de Munch.";"4";"4";""
"film_horreur";"méta-slasher";"Quelle star hollywoodienne apparaît dans la scène d'ouverture de Scream ?";"Drew Barrymore";"Sarah Michelle Gellar";"Alicia Silverstone";"Winona Ryder";"Drew Barrymore, tête d'affiche de la promotion du film, n'apparaît que dans l'ouverture, un choc voulu par Wes Craven. Sarah Michelle Gellar ouvrira Scream 2.";"4";"4";""
"film_horreur";"surnaturel";"Quel jeune acteur, nommé aux Oscars à 11 ans, incarne Cole dans Sixième Sens ?";"Haley Joel Osment";"Jake Lloyd";"Macaulay Culkin";"Elijah Wood";"Haley Joel Osment décroche une nomination au meilleur second rôle, fait rarissime pour un enfant.";"4";"4";""
"film_horreur";"found footage";"Quel coup marketing a accompagné la sortie du Projet Blair Witch ?";"Faire passer l'histoire pour authentique sur Internet";"Payer des spectateurs pour s'évanouir en salle";"Diffuser le film gratuitement en ligne";"Interdire toute bande-annonce";"Site web « documentaire », acteurs présentés comme disparus : la campagne a fait croire à une histoire vraie, pour un succès colossal.";"4";"4";""
"film_horreur";"J-horror";"Quel écrivain japonais est l'auteur du roman Ring ?";"Kōji Suzuki";"Junji Itō";"Ryū Murakami";"Yukito Ayatsuji";"Kōji Suzuki, surnommé le « Stephen King japonais », a écrit la trilogie Ring dont sont tirés les films.";"4";"5";""
"film_horreur";"J-horror";"Quel réalisateur japonais prolifique a signé Audition (1999) ?";"Takashi Miike";"Takashi Shimizu";"Kiyoshi Kurosawa";"Shinya Tsukamoto";"Takashi Miike, capable de tourner plusieurs films par an, a signé avec Audition l'un des films les plus éprouvants du genre, adapté de Ryū Murakami.";"4";"5";""
"film_horreur";"zombies";"Dans 28 jours plus tard, quel virus transforme les Britanniques en furieux ?";"Le virus de la Fureur";"Le Virus-T";"Le virus Solanum";"Le virus Croatoan";"Le virus de la Fureur, libéré d'un laboratoire par des militants, se transmet en quelques secondes. Ses porteurs ne sont pas des morts-vivants mais des infectés.";"4";"4";""
"film_horreur";"comédie horrifique";"Dans quel pub les héros de Shaun of the Dead se retranchent-ils ?";"Le Winchester";"Le Crown";"Le Red Lion";"Le King's Head";"Le plan de Shaun tient en une phrase : aller au Winchester, boire une bière et attendre que ça se tasse.";"4";"4";""
"film_horreur";"torture porn";"En combien de jours environ le premier Saw a-t-il été tourné ?";"18 jours";"6 jours";"45 jours";"90 jours";"Tourné en 18 jours pour environ un million de dollars, Saw en a rapporté plus de cent fois plus au box-office mondial.";"5";"5";""
