theme;sous_theme;question;bonne_reponse;distracteur_1;distracteur_2;distracteur_3;explication;difficulte;generalite;note_verif
seigneur_des_anneaux;Lieux;Quel royaume, terre de Sauron, Frodon doit-il atteindre ?;Le Mordor;Le Gondor;Le Rohan;L’Isengard;Le Mordor, domaine de Sauron, abrite la Montagne du Destin où l’Anneau doit être détruit.;1;2;
seigneur_des_anneaux;Casting;Quel acteur incarne Frodon Sacquet ?;Elijah Wood;Sean Astin;Dominic Monaghan;Billy Boyd;Elijah Wood, alors dans la vingtaine, incarne le porteur de l’Anneau.;2;2;
seigneur_des_anneaux;Casting;Quel acteur incarne le magicien Gandalf ?;Ian McKellen;Christopher Lee;Ian Holm;John Hurt;"Ian McKellen joue Gandalf le Gris puis le Blanc ; le rôle lui vaut une nomination à l’Oscar.";2;2;
seigneur_des_anneaux;Casting;Quel acteur incarne Aragorn ?;Viggo Mortensen;Karl Urban;Sean Bean;Orlando Bloom;Viggo Mortensen a rejoint le tournage juste après son lancement, en remplacement du premier choix.;2;3;
seigneur_des_anneaux;Casting;Quel acteur incarne l’elfe archer Legolas ?;Orlando Bloom;Hugo Weaving;Craig Parker;Marton Csokas;Orlando Bloom, quasi débutant, connaît la gloire grâce au rôle de Legolas.;2;3;
seigneur_des_anneaux;Production;Quel est le titre du troisième film de la trilogie ?;Le Retour du roi;Les Deux Tours;La Communauté de l’Anneau;La Bataille des Champs;Le Retour du roi (2003) conclut la trilogie et rafle onze Oscars.;2;2;
seigneur_des_anneaux;Personnages;Quel magicien blanc trahit et s’allie aux forces du mal ?;Saroumane;Radagast;Gandalf;Le Roi-Sorcier;Saroumane, chef de l’ordre des magiciens, se range du côté de Sauron depuis Isengard.;2;2;
seigneur_des_anneaux;Personnages;Comment s’appelle le fidèle jardinier compagnon de Frodon ?;Samsagace Gamegie;Peregrin Touque;Meriadoc Brandebouc;Fredegar Bolreurre;Samsagace « Sam » Gamegie accompagne Frodon jusqu’au bout de sa quête vers le Mordor.;2;2;
seigneur_des_anneaux;Creatures;Quelle créature de feu et d’ombre Gandalf affronte-t-il dans la Moria ?;Un Balrog;Un troll des cavernes;Un Nazgûl;Un dragon;Le Balrog, démon ancien, entraîne Gandalf dans le gouffre sur le pont de Khazad-dûm.;2;3;
seigneur_des_anneaux;Repliques;Quelle réplique culte Gandalf lance-t-il au Balrog pour lui barrer le passage ?;« Vous ne passerez pas ! »;« Nul ne peut me vaincre »;« Ta place est aux enfers »;« L’ombre ne m’atteindra pas »;Gandalf plante son bâton et crie « Vous ne passerez pas ! » avant d’affronter le Balrog.;2;2;
seigneur_des_anneaux;Lieux;Quelle forteresse abrite une grande bataille dans Les Deux Tours ?;Le Gouffre de Helm;Minas Tirith;Isengard;Fondcombe;Le Gouffre de Helm est assiégé par l’armée d’Uruk-hai de Saroumane dans Les Deux Tours.;2;3;
seigneur_des_anneaux;Lieux;Comment s’appelle la cité blanche, capitale du Gondor ?;Minas Tirith;Edoras;Osgiliath;Fondcombe;Minas Tirith, bâtie à flanc de montagne sur sept niveaux, est le théâtre de la bataille finale.;2;3;
seigneur_des_anneaux;Intrigue;Combien de membres compte la Communauté de l’Anneau ?;Neuf;Sept;Huit;Dix;Neuf marcheurs sont choisis à Fondcombe pour faire face aux neuf Nazgûl.;2;3;
seigneur_des_anneaux;Creatures;Quelles créatures ressemblant à des arbres attaquent Isengard ?;Les Ents;Les Aigles géants;Les Wargs;Les trolls;Les Ents, bergers des arbres menés par Sylvebarbe, submergent Isengard dans Les Deux Tours.;2;3;
seigneur_des_anneaux;Personnages;Qui possédait l’Anneau avant Frodon, dans sa propre famille ?;Bilbon Sacquet;Rory Brandebouc;Otho Besace-de-Sacquet;Fosco Sacquet;Bilbon, cousin âgé de Frodon, avait trouvé l’Anneau bien des années plus tôt.;2;2;
seigneur_des_anneaux;Casting;Quel acteur incarne le nain Gimli ?;John Rhys-Davies;Brad Dourif;Bernard Hill;John Noble;John Rhys-Davies joue Gimli et prête aussi sa voix à Sylvebarbe.;2;3;
seigneur_des_anneaux;Objets;Comment s’appelle le cheval de Gandalf ?;Gripoil;Brego;Hasufel;Asfaloth;Gripoil, seigneur des chevaux, porte Gandalf à une vitesse fulgurante à travers le Rohan.;2;3;
seigneur_des_anneaux;Casting;Quel acteur incarne Boromir ?;Sean Bean;David Wenham;Karl Urban;Bernard Hill;Sean Bean joue Boromir, l’homme du Gondor qui succombe à la tentation de l’Anneau.;2;3;
seigneur_des_anneaux;Casting;Quelle actrice incarne la dame elfe Galadriel ?;Cate Blanchett;Liv Tyler;Miranda Otto;Nicole Kidman;Cate Blanchett incarne Galadriel, souveraine de la Lothlórien.;2;3;
seigneur_des_anneaux;Casting;Quelle actrice incarne Arwen, l’elfe aimée d’Aragorn ?;Liv Tyler;Cate Blanchett;Miranda Otto;Keira Knightley;Liv Tyler joue Arwen, qui renonce à son immortalité par amour pour Aragorn.;2;3;
seigneur_des_anneaux;Casting;Quel acteur incarne Sam, le jardinier de Frodon ?;Sean Astin;Elijah Wood;Billy Boyd;Dominic Monaghan;Sean Astin incarne Samsagace Gamegie, cœur fidèle de la quête.;2;2;
seigneur_des_anneaux;Objets;Quelle épée de Frodon brille en bleu quand des orques approchent ?;Dard;Andúril;Narsil;Glamdring;Dard, lame elfique offerte par Bilbon, luit d’un éclat bleu à l’approche des orques.;2;3;
seigneur_des_anneaux;Lieux;Comment s’appelle le refuge des elfes où vit Elrond ?;Fondcombe;Lothlórien;Bree;Edoras;Fondcombe, la « dernière maison simple », accueille le Conseil qui décide du sort de l’Anneau.;2;3;
seigneur_des_anneaux;Personnages;Sous quel surnom Aragorn se cache-t-il quand Frodon le rencontre à Bree ?;Grand-Pas;Le Rôdeur gris;Le Roi caché;L’Ombre du Nord;À l’auberge du Poney Fringant, Aragorn se fait appeler Grand-Pas.;2;3;
seigneur_des_anneaux;Personnages;Que devient Gandalf le Gris après sa chute face au Balrog ?;Gandalf le Blanc;Gandalf l’Immortel;Gandalf le Sage;Gandalf le Renaissant;Gandalf revient sous la forme de Gandalf le Blanc, plus puissant qu’auparavant.;2;2;
seigneur_des_anneaux;Personnages;Qui a forgé l’Anneau unique ?;Sauron;Saroumane;Morgoth;Le Roi-Sorcier;Sauron forgea l’Anneau unique dans la Montagne du Destin pour asservir tous les autres.;2;2;
seigneur_des_anneaux;Lieux;Depuis quelle tour Saroumane dirige-t-il ses armées ?;Isengard;Barad-dûr;Minas Morgul;Dol Guldur;Saroumane règne sur Isengard, où il fait raser les forêts pour forger ses Uruk-hai.;2;3;
seigneur_des_anneaux;Peuples;Quel peuple, allié des hommes, monte à cheval et vit dans les plaines ?;Les Rohirrim;Les Dúnedain;Les Beornides;Les Haradrim;Les Rohirrim, cavaliers du Rohan, viennent en renfort du Gondor à la bataille de Minas Tirith.;2;3;
seigneur_des_anneaux;Intrigue;Quel animal accompagne la Communauté pour porter les bagages au départ ?;Un poney;Un mulet;Un cheval de trait;Un âne;Bill le poney porte le matériel de la Communauté jusqu’aux portes de la Moria.;2;3;
seigneur_des_anneaux;Lieux;Comment s’appelle l’auberge de Bree où Frodon rencontre Grand-Pas ?;Le Poney Fringant;Le Dragon Vert;Le Cheval Blanc;L’Étoile du Soir;C’est au Poney Fringant, à Bree, que les Hobbits font la connaissance du rôdeur Grand-Pas.;2;3;
seigneur_des_anneaux;Musique;Qui a composé la musique originale de la trilogie ?;Howard Shore;Hans Zimmer;John Williams;James Horner;Howard Shore signe une partition à leitmotive qui lui vaut plusieurs Oscars.;3;3;
seigneur_des_anneaux;Objets;Comment se nomme l’épée reforgée remise à Aragorn ?;Andúril;Narsil;Glamdring;Orcrist;Andúril, la « Flamme de l’Ouest », est reforgée à partir des éclats de Narsil.;3;3;
seigneur_des_anneaux;Personnages;Qui est l’Intendant du Gondor, père de Boromir et Faramir ?;Denethor;Imrahil;Beregond;Húrin;Denethor gouverne le Gondor en attendant le retour du roi et sombre dans le désespoir.;3;3;
seigneur_des_anneaux;Personnages;Qui terrasse le Roi-Sorcier lors de la bataille du Pelennor ?;Éowyn;Aragorn;Gandalf;Éomer;Éowyn abat le Roi-Sorcier, qu’aucun homme ne pouvait tuer, après l’avoir défié à visage découvert.;3;3;
seigneur_des_anneaux;Casting;Quelle actrice incarne Éowyn du Rohan ?;Miranda Otto;Cate Blanchett;Liv Tyler;Rosamund Pike;Miranda Otto joue Éowyn, nièce du roi Théoden.;3;3;
seigneur_des_anneaux;Casting;Quel acteur incarne Théoden, roi du Rohan ?;Bernard Hill;John Noble;Brad Dourif;Karl Urban;Bernard Hill incarne Théoden, libéré de l’emprise de Saroumane par Gandalf.;3;3;
seigneur_des_anneaux;Lieux;Comment s’appelle la capitale du Rohan ?;Edoras;Minas Tirith;Osgiliath;Fondcombe;Edoras, avec sa halle dorée Meduseld, est la cité royale du Rohan.;3;3;
seigneur_des_anneaux;Casting;Quel acteur incarne Elrond, seigneur de Fondcombe ?;Hugo Weaving;Christopher Lee;Marton Csokas;Craig Parker;Hugo Weaving incarne l’elfe Elrond, qui organise le Conseil sur l’Anneau.;3;3;
seigneur_des_anneaux;Lieux;Comment s’appelle la forêt elfique gouvernée par Galadriel ?;La Lothlórien;La Forêt Noire;La forêt de Fangorn;L’Ithilien;La Lothlórien, forêt aux arbres mallornes, est le royaume de Galadriel et Celeborn.;3;3;
seigneur_des_anneaux;Personnages;Quel est le véritable nom de Gollum avant sa corruption ?;Sméagol;Déagol;Trahald;Gorbag;Sméagol était un être proche des Hobbits avant que l’Anneau ne le transforme en Gollum.;3;3;
seigneur_des_anneaux;Casting;Quel acteur incarne le magicien Saroumane ?;Christopher Lee;Ian Holm;John Hurt;Peter Vaughan;Christopher Lee, grand lecteur de Tolkien, incarne Saroumane le Blanc.;3;3;
seigneur_des_anneaux;Effets speciaux;Quel acteur donne vie à Gollum par capture de mouvement ?;Andy Serkis;Elijah Wood;Billy Boyd;Dominic Monaghan;Andy Serkis interprète Gollum en capture de mouvement, une prouesse pionnière à l’écran.;3;4;
seigneur_des_anneaux;Recompenses;Combien d’Oscars Le Retour du roi a-t-il remportés ?;Onze;Sept;Neuf;Treize;Le Retour du roi remporte onze Oscars sur onze nominations, un record égalé.;3;3;
seigneur_des_anneaux;Musique;Qui interprète la chanson « Into the West » du Retour du roi ?;Annie Lennox;Enya;Emilíana Torrini;Sarah McLachlan;« Into the West », chantée par Annie Lennox, reçoit l’Oscar de la meilleure chanson.;3;3;
seigneur_des_anneaux;Casting;Quel acteur incarne Faramir, frère de Boromir ?;David Wenham;Karl Urban;Sean Bean;Craig Parker;David Wenham joue Faramir, capitaine du Gondor qui résiste à l’attrait de l’Anneau.;3;3;
seigneur_des_anneaux;Casting;Quel acteur incarne Éomer, maréchal du Rohan ?;Karl Urban;David Wenham;Bernard Hill;Bruce Hopkins;Karl Urban incarne Éomer, neveu de Théoden et frère d’Éowyn.;3;3;
seigneur_des_anneaux;Personnages;Quel conseiller manipule Théoden au service de Saroumane ?;Grima Langue-de-Serpent;Denethor;Gothmog;Háma;Grima Langue-de-Serpent affaiblit Théoden avant d’être chassé par Gandalf.;3;3;
seigneur_des_anneaux;Intrigue;Quelle armée spectrale Aragorn rallie-t-il pour sauver le Gondor ?;L’Armée des Morts;Les Rôdeurs du Nord;La garde de la Citadelle;Les Galadhrim;Aragorn convoque l’Armée des Morts, liée par un serment brisé, sur les Chemins des Morts.;3;4;
seigneur_des_anneaux;Creatures;Quelle créature géante attaque Frodon dans le repaire de Cirith Ungol ?;Une araignée géante;Un troll des cavernes;Un Balrog;Un Nazgûl;Arachne, araignée monstrueuse, tend une embuscade à Frodon dans les tunnels de Cirith Ungol.;3;3;
seigneur_des_anneaux;Peuples;Quelles créatures d’élite Saroumane crée-t-il pour son armée ?;Les Uruk-hai;Les Wargs;Les Nazgûl;Les trolls des montagnes;Les Uruk-hai, orques améliorés, naissent de la boue d’Isengard et supportent le soleil.;3;3;
seigneur_des_anneaux;Repliques;Qui déclare au Conseil qu’on n’entre pas si simplement au Mordor ?;Boromir;Elrond;Gandalf;Aragorn;Boromir avertit le Conseil de Fondcombe des dangers du Mordor, une réplique devenue culte.;3;3;
seigneur_des_anneaux;Objets;Quel présent lumineux Galadriel offre-t-elle à Frodon ?;Une fiole de lumière;Un arc elfique;Une cotte de mithril;Un manteau elfique;La fiole de Galadriel, capturant la lumière d’une étoile, éclaire Frodon dans l’obscurité.;3;4;
seigneur_des_anneaux;Intrigue;Quelles créatures sauvent Frodon et Sam sur les pentes de la Montagne du Destin ?;Les Aigles;Les Ents;Les Rohirrim;Les elfes de la Lórien;Les grands Aigles, menés par Gwaihir, emportent Frodon et Sam hors de la Montagne du Destin.;3;3;
seigneur_des_anneaux;Anecdotes;Que grignote Peter Jackson lors de son caméo à Bree ?;Une carotte;Une pomme;Un quignon de pain;Une pipe;Peter Jackson apparaît en villageois ivre croquant une carotte devant le Poney Fringant.;3;4;
seigneur_des_anneaux;Musique;Quelle chanteuse interprète « May It Be » dans le premier film ?;Enya;Annie Lennox;Emilíana Torrini;Björk;Enya interprète « May It Be », nommée à l’Oscar de la meilleure chanson pour le premier film.;3;4;
seigneur_des_anneaux;Recompenses;Combien d’Oscars la trilogie a-t-elle remportés au total ?;Dix-sept;Onze;Treize;Vingt et un;Les trois films cumulent dix-sept Oscars, dont onze pour le seul Retour du roi.;3;3;
seigneur_des_anneaux;Casting;Quel acteur incarne le vieux Bilbon dans les films ?;Ian Holm;Christopher Lee;John Hurt;Peter Vaughan;Ian Holm incarne Bilbon âgé, rôle qu’il reprendra dans la trilogie du Hobbit.;3;3;
seigneur_des_anneaux;Objets;De quel métal précieux est faite la cotte de mailles que porte Frodon ?;Le mithril;L’adamant;L’orichalque;L’ithildin;La cotte de mithril, offerte par Bilbon, arrête même un coup de lance de troll.;3;4;
seigneur_des_anneaux;Production;Quelle particularité marque le tournage des trois films ?;Ils ont été tournés simultanément;Ils ont été tournés à dix ans d’intervalle;Ils ont été tournés dans l’ordre inverse;Ils ont été tournés entièrement en studio;Les trois films ont été tournés en une seule campagne pour garantir la cohérence visuelle.;3;4;
seigneur_des_anneaux;Intrigue;Dans quelle bataille le roi Théoden trouve-t-il la mort ?;La bataille des Champs du Pelennor;La bataille du Gouffre de Helm;La bataille de la Porte Noire;La bataille de Fondcombe;Théoden tombe devant Minas Tirith, écrasé par sa monture après l’attaque d’un Nazgûl.;3;3;
seigneur_des_anneaux;Casting;Quel acteur avait d’abord été choisi pour Aragorn avant d’être remplacé ?;Stuart Townsend;Daniel Day-Lewis;Russell Crowe;Nicolas Cage;"Stuart Townsend fut écarté peu après le début du tournage, jugé trop jeune ; Viggo Mortensen le remplaça.";4;4;
seigneur_des_anneaux;Anecdotes;En tapant dans quel objet Viggo Mortensen s’est-il cassé deux orteils ?;Un casque d’orque;Un rocher;Un bouclier;Une porte en bois;Croyant Merry et Pippin morts, Aragorn frappe un casque : le cri de douleur de Viggo est authentique.;4;4;
seigneur_des_anneaux;Anecdotes;Quel acteur est le seul du casting à avoir rencontré J.R.R. Tolkien ?;Christopher Lee;Ian McKellen;Ian Holm;John Rhys-Davies;Christopher Lee, admirateur du roman, avait croisé Tolkien dans un pub d’Oxford.;4;4;
seigneur_des_anneaux;Anecdotes;Sur quel bruit précis Christopher Lee a-t-il conseillé l’équipe, fort de son passé ?;Le son d’un homme poignardé;Le cri d’un blessé;Le fracas d’une épée;Le galop d’un cheval;Christopher Lee, ancien du renseignement, a corrigé la manière de réagir à un coup de poignard dans le dos.;5;5;
seigneur_des_anneaux;Effets speciaux;De quel animal Andy Serkis s’est-il inspiré pour la voix de Gollum ?;Son chat;Un corbeau;Un serpent;Un renard;Serkis a puisé la voix rauque de Gollum dans le bruit de son chat rejetant une boule de poils.;4;5;
seigneur_des_anneaux;Anecdotes;Quel acteur de la Communauté est le seul à ne pas s’être fait tatouer le chiffre neuf ?;John Rhys-Davies;Sean Bean;Orlando Bloom;Billy Boyd;"Huit acteurs se firent tatouer le « neuf » elfique ; c’est la doublure de John Rhys-Davies qui l’arbora.";5;5;
seigneur_des_anneaux;Musique;Quel acteur a composé la mélodie du chant de Pippin dans Le Retour du roi ?;Billy Boyd;Dominic Monaghan;Howard Shore;Viggo Mortensen;Billy Boyd a composé l’air de « The Edge of Night », chanté pendant la charge de Faramir vers Osgiliath.;5;5;
seigneur_des_anneaux;Effets speciaux;Quel surnom l’équipe donnait-elle aux maquettes géantes des décors ?;Des « bigatures »;Des « macro-sets »;Des « colossettes »;Des « grandes vues »;Contraction de « big » et « miniature », le terme « bigature » désigne ces maquettes parfois énormes.;5;5;
seigneur_des_anneaux;Effets speciaux;Qui dirigeait l’atelier WETA chargé des maquettes, armes et prothèses ?;Richard Taylor;Peter Jackson;Alan Lee;John Howe;Richard Taylor a cofondé et dirigé WETA Workshop, récompensé par plusieurs Oscars techniques.;4;5;
seigneur_des_anneaux;Anecdotes;Quel acteur a racheté des chevaux avec lesquels il avait tourné ?;Viggo Mortensen;Karl Urban;Orlando Bloom;Bernard Hill;Attaché à ses montures, Viggo Mortensen a racheté plusieurs chevaux, dont celui jouant Brego.;4;4;
seigneur_des_anneaux;Casting;Quel acteur célèbre a d’abord refusé le rôle de Gandalf ?;Sean Connery;Anthony Hopkins;Patrick Stewart;Christopher Plummer;Sean Connery aurait décliné le rôle de Gandalf, disant ne pas comprendre le scénario.;4;4;
seigneur_des_anneaux;Casting;Quel acteur incarne Denethor, l’Intendant du Gondor ?;John Noble;Brad Dourif;Bernard Hill;John Rhys-Davies;John Noble campe un Denethor rongé par le désespoir, qui tente de brûler Faramir vivant.;4;4;
seigneur_des_anneaux;Casting;Quel acteur porte l’armure de Sauron dans le prologue du premier film ?;Sala Baker;Lawrence Makoare;Brent McIntyre;Shane Rangi;Le cascadeur néo-zélandais Sala Baker incarne physiquement Sauron sur le champ de bataille du prologue.;5;5;
seigneur_des_anneaux;Casting;Quel acteur incarne Grima Langue-de-Serpent ?;Brad Dourif;John Noble;Craig Parker;Bruce Hopkins;Brad Dourif s’est rasé les sourcils pour donner au traître Grima un visage inquiétant.;4;4;
seigneur_des_anneaux;Doublage;Quel acteur français prêta sa voix à Gandalf dans la version française ?;Jean Piat;Michel Duchaussoy;Bernard Tiphaine;Georges Claisse;Jean Piat, grand nom du théâtre français, double Ian McKellen en Gandalf dans la trilogie.;4;4;
seigneur_des_anneaux;Personnages;Quel Uruk-hai, créé pour les films, abat Boromir de ses flèches ?;Lurtz;Uglúk;Grishnákh;Gothmog;Lurtz, chef uruk inventé pour le film, tue Boromir avant d’être décapité par Aragorn.;4;5;
seigneur_des_anneaux;Anecdotes;Combien de flèches transpercent Boromir avant qu’il ne tombe ?;Trois;Deux;Quatre;Cinq;Boromir encaisse trois flèches de Lurtz en défendant Merry et Pippin.;5;5;
seigneur_des_anneaux;Lieux;Comment nomme-t-on les statues géantes de rois bordant l’Anduin ?;L’Argonath;Les Rauros;Les Colonnes d’Osgiliath;Les Piliers du Gondor;L’Argonath, deux immenses statues d’Isildur et Anárion, marque la frontière nord du Gondor.;4;5;
seigneur_des_anneaux;Casting;Dans quel média Ian Holm avait-il déjà joué un personnage du Seigneur des anneaux ?;Une adaptation radio de la BBC;Une pièce de théâtre;Un dessin animé;Un jeu vidéo;Ian Holm avait prêté sa voix à Frodon dans le feuilleton radiophonique de la BBC en 1981.;5;5;
seigneur_des_anneaux;Anecdotes;Sur quoi Sean Astin s’est-il gravement blessé le pied pendant un tournage aquatique ?;Un morceau de verre;Un rocher tranchant;Un hameçon;Un clou rouillé;Sean Astin s’est enfoncé un tesson de verre dans le pied en tournant le départ de Frodon en barque.;4;4;
seigneur_des_anneaux;Anecdotes;Quel os Orlando Bloom s’est-il cassé durant le tournage ?;Une côte;Un poignet;Une cheville;Une clavicule;Orlando Bloom s’est fracturé une côte en chutant de cheval pendant la production.;4;4;
seigneur_des_anneaux;Effets speciaux;Quelle technique permet de rendre les Hobbits plus petits que les autres personnages ?;La perspective forcée;Le fond vert systématique;La réduction numérique;Les doublures enfants;La perspective forcée, avec décors décalés et acteurs placés à distance, crée l’illusion de taille.;4;5;
seigneur_des_anneaux;Creatures;Quelle créature tentaculaire attaque la Communauté devant la porte de la Moria ?;Le Guetteur de l’eau;Un kraken des cavernes;Une hydre;Un serpent des lacs;Le Guetteur de l’eau surgit du lac et saisit Frodon juste avant l’entrée dans la Moria.;4;5;
seigneur_des_anneaux;Intrigue;Combien d’anneaux de pouvoir furent donnés aux Hommes ?;Neuf;Sept;Trois;Douze;Trois anneaux aux Elfes, sept aux Nains et neuf aux Hommes, qui devinrent les Nazgûl.;4;4;
seigneur_des_anneaux;Casting;En quel personnage Elijah Wood s’était-il costumé pour envoyer son audition ?;Frodon;Sam;Un elfe de Fondcombe;Un rôdeur;Elijah Wood a tourné lui-même une cassette d’audition en costume de Hobbit pour décrocher le rôle.;4;5;
seigneur_des_anneaux;Anecdotes;Quel accessoire Sean Bean gardait-il fixé à son genou pendant le Conseil d’Elrond ?;Ses répliques écrites;Un micro caché;Une protection de cascade;Une petite caméra;Arrivé tardivement sur cette scène, Sean Bean lisait discrètement ses répliques scotchées à son genou.;5;5;
seigneur_des_anneaux;Effets speciaux;Sous quels traits Andy Serkis apparaît-il physiquement dans le prologue du Retour du roi ?;Sméagol avant sa transformation;Un rôdeur du Gondor;Un pêcheur de Bree;Un soldat du Rohan;On voit Andy Serkis en chair et en os incarner Sméagol pêchant, avant que l’Anneau ne le corrompe.;5;5;
seigneur_des_anneaux;Personnages;Qui Sméagol assassine-t-il pour s’emparer de l’Anneau, au tout début du Retour du roi ?;Déagol;Gollum;Trahald;Nahald;Sméagol étrangle son ami Déagol, qui venait de trouver l’Anneau dans la rivière.;4;4;
seigneur_des_anneaux;Anecdotes;Comment Sean Bean rejoignait-il certains décors de montagne, par peur de l’hélicoptère ?;À pied, en costume;En téléphérique;À cheval;En 4x4;Refusant l’hélicoptère, Sean Bean gravissait à pied les pentes en costume complet de Boromir.;5;5;
seigneur_des_anneaux;Personnages;Quel personnage se donne la mort par le feu en se jetant du haut de Minas Tirith ?;Denethor;Grima;Gothmog;Beregond;Denethor, fou de douleur, s’immole et se précipite en flammes depuis le sommet de la cité.;4;4;
seigneur_des_anneaux;Casting;Quel acteur incarne Meriadoc « Merry » Brandebouc ?;Dominic Monaghan;Billy Boyd;Sean Astin;Elijah Wood;Dominic Monaghan joue Merry, le cousin espiègle qui combattra aux côtés d’Éowyn.;2;2;
seigneur_des_anneaux;Casting;Quel acteur incarne Peregrin « Pippin » Touque ?;Billy Boyd;Dominic Monaghan;Sean Astin;Elijah Wood;Billy Boyd joue Pippin, le plus jeune des Hobbits, qui entre au service du Gondor.;2;2;
seigneur_des_anneaux;Personnages;De quelle couleur est Gandalf au tout début de la trilogie ?;Gris;Blanc;Brun;Bleu;Gandalf le Gris ne deviendra Gandalf le Blanc qu’après son affrontement avec le Balrog.;1;2;
seigneur_des_anneaux;Personnages;Gimli est l’unique représentant de quel peuple au sein de la Communauté ?;Les Nains;Les Elfes;Les Ents;Les Hobbits;Gimli, fils de Gloín, est le seul Nain à faire partie des neuf marcheurs.;1;1;
seigneur_des_anneaux;Objets;Quelle arme Legolas manie-t-il avec virtuosité ?;Un arc;Une hache;Une lance;Une masse;Legolas, elfe archer, décoche ses flèches avec une précision et une rapidité redoutables.;2;2;
seigneur_des_anneaux;Objets;Quelle arme est l’attribut favori de Gimli ?;Une hache;Un arc;Une épée longue;Un fléau;Gimli combat à la hache, fidèle aux traditions guerrières des Nains.;2;2;
seigneur_des_anneaux;Intrigue;De quel royaume Aragorn devient-il roi à la fin ?;Le Gondor;Le Rohan;L’Arnor;La Comté;Aragorn est couronné roi du Gondor, réalisant la prophétie du retour du roi.;2;2;
seigneur_des_anneaux;Intrigue;Qui Aragorn épouse-t-il à la fin de la trilogie ?;Arwen;Éowyn;Galadriel;Tauriel;Aragorn épouse l’elfe Arwen, qui a renoncé à l’immortalité pour rester à ses côtés.;2;2;
seigneur_des_anneaux;Lieux;Comment s’appelle la sombre forteresse de Sauron au Mordor ?;Barad-dûr;Minas Morgul;Orthanc;Dol Guldur;Barad-dûr, la Tour sombre, abrite l’Œil de Sauron qui scrute la Terre du Milieu.;2;2;
seigneur_des_anneaux;Personnages;Comment nomme-t-on les cavaliers noirs qui traquent Frodon ?;Les Nazgûl;Les Uruk-hai;Les Dúnedain;Les Corsaires;Les Nazgûl, ou Cavaliers Noirs, sont neuf anciens rois asservis par Sauron.;2;2;
seigneur_des_anneaux;Intrigue;Quel âge Bilbon fête-t-il au début du premier film ?;111 ans;101 ans;121 ans;99 ans;Bilbon célèbre son onzante-unième anniversaire avant de disparaître grâce à l’Anneau.;2;3;
seigneur_des_anneaux;Intrigue;Qui tranche l’Anneau du doigt de Sauron dans le prologue ?;Isildur;Elendil;Gil-galad;Elrond;Isildur coupe l’Anneau de la main de Sauron mais refuse ensuite de le détruire.;2;3;
seigneur_des_anneaux;Intrigue;Comment l’Anneau est-il finalement détruit ?;Gollum tombe dans la lave avec lui;Frodon le jette dans les flammes;Aragorn le brise en deux;Sauron le reprend;En mordant le doigt de Frodon, Gollum bascule dans la lave, détruisant l’Anneau par accident.;2;2;
