theme;sous_theme;question;bonne_reponse;distracteur_1;distracteur_2;distracteur_3;explication;difficulte;generalite;note_verif
kaamelott;Univers;Que symbolise avant tout la Table ronde autour de laquelle siègent les chevaliers ?;L'égalité entre les chevaliers;La supériorité du roi;La richesse du royaume;La foi chrétienne;La forme ronde exprime l'idée qu'aucun chevalier n'a de place supérieure aux autres.;2;2;
kaamelott;Personnages;À quoi Karadoc oppose-t-il volontiers l'effort et le combat ?;La paresse et la gourmandise;La prière;La lecture;La musique;Karadoc préfère manger et se reposer plutôt que de partir en quête ou se battre.;2;3;
kaamelott;Personnages;Comment le roi Arthur vit-il, en général, sa fonction de souverain ?;Il en est accablé;Il en est comblé;Il l'exerce avec cruauté;Il l'ignore totalement;Débordé par la bêtise de son entourage, Arthur porte son rôle comme un fardeau.;2;3;
kaamelott;Intrigue;Quel personnage mystérieux pousse Lancelot vers la vengeance contre Arthur ?;Méléagant;Merlin;Loth;Élias;Méléagant, l'homme en noir, manipule Lancelot dans l'ombre pour le dresser contre Arthur.;3;4;
kaamelott;Intrigue;Qui devient reine de Bretagne après le départ de Guenièvre ?;Mevanwi;Séli;Angharad;Demetra;Mevanwi, ex-femme de Karadoc, monte sur le trône aux côtés d'Arthur.;3;4;
kaamelott;Intrigue;Que reproche Lancelot au roi Arthur, jusqu'à rompre avec lui ?;Son laxisme;Sa cruauté;Sa lâcheté;Son avarice;Lancelot juge Arthur trop laxiste, tandis qu'Arthur trouve Lancelot trop rigide.;3;4;
kaamelott;Intrigue;Que reproche à l'inverse Arthur au chevalier Lancelot ?;Son élitisme rigide;Sa gourmandise;Sa couardise;Sa paresse;Arthur ne supporte plus l'élitisme et le rigorisme de son second, Lancelot.;3;4;
kaamelott;Intrigue;Comment la Dame du Lac réagit-elle à l'échange d'épouses décidé par Arthur ?;Elle s'y oppose fermement;Elle l'approuve;Elle l'ignore;Elle l'organise;La Dame du Lac condamne cet arrangement et presse Arthur de reprendre Guenièvre.;3;4;
kaamelott;Personnages;Comment Alexandre Astier décrit-il le personnage de Perceval ?;Naïf plutôt que bête;Cruel et calculateur;Très cultivé;Cynique et froid;Astier dit écrire Perceval « comme un enfant », naïf mais attachant, non comme un idiot.;3;4;
kaamelott;Intrigue;Dans le Livre V, où Perceval et Karadoc peinent-ils à travailler ?;À la taverne;Aux cuisines du château;Dans les champs;À la forge;Perceval et Karadoc s'échinent (mal) à faire tourner la taverne, coûtant plus qu'ils ne rapportent.;3;4;
kaamelott;Intrigue;Quel roi soutient militairement et financièrement la rébellion de Lancelot ?;Loth;Calogrenant;Léodagan;Bohort;Loth d'Orcanie, toujours prêt à trahir, appuie le camp du renégat Lancelot.;3;5;
kaamelott;Intrigue;Quel sort frappe la Dame du Lac après l'échange d'épouses d'Arthur ?;Elle est bannie sur Terre par les dieux;Elle perd la vie;Elle est emprisonnée;Elle devient reine;Punie par les dieux, la Dame du Lac se retrouve vagabonde, réfugiée par moments à Kaamelott.;3;4;
kaamelott;Intrigue;Pourquoi Arthur replante-t-il Excalibur dans son rocher au Livre V ?;Pour prouver qu'il est l'élu;Pour se débarrasser de l'épée;Pour la cacher;Pour la donner à Lancelot;Arthur remet Excalibur dans le rocher et défie quiconque de la retirer, mettant sa couronne en jeu.;3;4;
kaamelott;Intrigue;Que cherche désespérément le roi Arthur dans le Livre V ?;Une descendance;Le Graal;Un trésor romain;Une nouvelle épée;N'ayant pas d'héritier, Arthur part à la recherche d'une descendance.;3;4;
kaamelott;Personnages;De quel roi le chevalier Gauvain est-il le fils ?;Loth;Léodagan;Calogrenant;Arthur;Gauvain est le fils de Loth d'Orcanie, ce qui fait de lui le neveu d'Arthur.;3;5;
kaamelott;Intrigue;Que révèle Arthur après avoir bu une potion de vérité par mégarde ?;Qu'il n'aime pas Guenièvre;Qu'il veut abdiquer;Qu'il a trouvé le Graal;Qu'il déteste Merlin;Sous l'effet de la potion, Arthur avoue publiquement ne pas aimer sa femme.;3;4;
kaamelott;Personnages;Quel type de personnes le Répurgateur traque-t-il avec zèle ?;Les hérétiques;Les brigands de grand chemin;Les déserteurs;Les faux-monnayeurs;Le Répurgateur est un inquisiteur obsédé par la chasse aux hérétiques.;3;4;
kaamelott;Univers;À quel siècle se déroule précisément l'action de Kaamelott ?;Le Ve siècle;Le IXe siècle;Le XIIe siècle;Le IIIe siècle;L'action se situe au Ve siècle, à la charnière de l'Antiquité tardive.;3;3;
kaamelott;Intrigue;Quel événement constitue le point de bascule dramatique de la série ?;La trahison de Lancelot;La mort de Merlin;L'invasion de Rome;Le sacre de Perceval;Le départ et la rébellion de Lancelot font basculer la série vers le drame.;3;4;
kaamelott;Personnages;Comment le personnage de Guenièvre est-il le plus souvent caractérisé ?;Naïve et enfantine;Rusée et ambitieuse;Guerrière et brutale;Savante et cultivée;Guenièvre est dépeinte comme une reine candide, souvent dépassée par les intrigues.;3;4;
kaamelott;Intrigue;Dans quel état psychologique sombre le roi Arthur au fil du Livre V ?;Une profonde dépression;Une joie retrouvée;Une fureur guerrière;Une grande sérénité;La trahison et la disparition de Lancelot plongent Arthur dans une dépression sévère.;3;4;
kaamelott;Univers;Comment évolue l'état du royaume à mesure que les Livres avancent ?;Il se délite;Il s'agrandit;Il s'enrichit;Il se pacifie;Seigneurs félons, trahisons et désœuvrement du roi conduisent Kaamelott au délitement.;3;4;
kaamelott;Répliques;Qui a appris à Perceval sa fameuse botte secrète « C'est pas faux » ?;Karadoc;Arthur;Bohort;Merlin;« C'est pas faux » est l'astuce que Karadoc a enseignée à Perceval pour masquer son incompréhension.;3;4;
kaamelott;Intrigue;Que fait Lancelot après avoir quitté la Table ronde ?;Il mène sa propre quête du Graal;Il devient tavernier;Il rejoint Rome;Il renonce à la chevalerie;Lancelot poursuit sa propre quête du Graal, en opposition totale avec Arthur.;3;4;
kaamelott;Univers;Où Arthur a-t-il été formé militairement avant de devenir roi ?;Dans la milice de Rome;Chez les Burgondes;À la cour de Léodagan;Dans un monastère;Le Livre VI montre le jeune Arthur, simple soldat de la milice urbaine romaine.;3;4;
kaamelott;Production;Pour quel aspect la série Kaamelott est-elle avant tout réputée ?;Ses dialogues;Ses scènes de bataille;Ses effets spéciaux;Ses cascades;Kaamelott doit sa renommée à l'écriture et à ses dialogues, plus qu'à l'action.;3;3;
kaamelott;Personnages;Comment Léodagan et Séli traitent-ils leur gendre, le roi Arthur ?;Avec mépris et critiques constantes;Avec une admiration sans borne;Avec une indifférence polie;Avec une crainte respectueuse;Les beaux-parents d'Arthur passent leur temps à le rabaisser et à contester ses décisions.;3;4;
kaamelott;Intrigue;Qu'est-ce qui pousse Guenièvre à abandonner le roi Arthur ?;Découvrir sa liaison avec Mevanwi;Une dispute avec Séli;La menace des Burgondes;Un ordre de la Dame du Lac;Trahie en apprenant la liaison d'Arthur avec Mevanwi, Guenièvre quitte Kaamelott.;3;4;
kaamelott;Personnages;Quel trait caractérise le chevalier Dagonet ?;Il est maladroit et un peu simple;Il est cruel et rusé;Il est le plus savant;Il est un traître né;Dagonet, chevalier bien intentionné mais gauche, prête à sourire par sa naïveté.;3;5;
kaamelott;Intrigue;Quel sentiment le roi Arthur nourrit-il vis-à-vis du pouvoir à la fin de la série ?;Il ne veut plus régner;Il veut étendre son empire;Il veut se faire couronner empereur;Il veut fonder une dynastie;Épuisé, Arthur laisse le trône vacant, ne souhaitant plus être roi.;3;4;
kaamelott;Intrigue;Que tente de faire Lancelot, poussé par Méléagant, au Livre V ?;Tuer le roi Arthur;Épouser Guenièvre;Reprendre Excalibur;Incendier Kaamelott;Manipulé par Méléagant, Lancelot cherche à plusieurs reprises à assassiner Arthur.;3;4;
kaamelott;Intrigue;Que fondent Perceval et Karadoc au cours du Livre V ?;Un clan autonome à la taverne;Une nouvelle Table ronde;Une armée de mercenaires;Un monastère;Perceval et Karadoc montent leur propre « clan autonome » installé à la taverne.;3;4;
kaamelott;Intrigue;Pourquoi Lancelot supporte-t-il de moins en moins la cour de Kaamelott ?;La bêtise des chevaliers et l'échec du Graal;Le manque de solde;La cruauté d'Arthur;L'absence de batailles;Lancelot ne tolère plus la sottise des chevaliers ni l'enlisement de la quête du Graal.;3;4;
kaamelott;Intrigue;Selon une loi de quel royaume Arthur organise-t-il un échange d'épouses avec Karadoc ?;Vannes;Carmélide;Orcanie;Gaunes;Arthur invoque une loi de Vannes pour échanger Guenièvre contre Mevanwi et éviter un duel avec Karadoc.;5;5;
kaamelott;Production;Quel Livre marque l'entrée en rébellion ouverte de Lancelot ?;Le Livre IV;Le Livre II;Le Livre V;Le Livre VI;Le Livre IV, entièrement chronologique, est bâti autour de la trahison de Lancelot.;4;5;
kaamelott;Intrigue;Quel chevalier prend, avec Loth, secrètement le parti de Lancelot ?;Galessin;Bohort;Yvain;Gauvain;Loth et Galessin soutiennent en secret Lancelot et entraînent Dagonet dans la trahison.;5;5;
kaamelott;Personnages;Comment se nomme la sœur du roi Arthur ?;Anna;Cryda;Séli;Demetra;Anna, sœur d'Arthur, est l'épouse de Loth et la mère de Gauvain.;5;5;
kaamelott;Production;Combien d'épisodes compte le Livre IV de la série ?;99;100;50;9;Le Livre IV comporte 98 épisodes courts et un épisode plus long, soit 99 au total.;5;5;
kaamelott;Personnages;Sous les traits de quel chevalier déguisé la Dame du Lac se montre-t-elle un jour à tous ?;Bohort;Perceval;Léodagan;Kay;Ne pouvant apparaître sous sa vraie forme, la Dame du Lac se montre sous les traits de Bohort déguisé en Romain.;5;5;
kaamelott;Personnages;Quel comédien interprète le chevalier Galessin ?;Alexis Hénon;Tony Saba;Brice Fournier;Julien Dutel;Alexis Hénon incarne Galessin, l'un des chevaliers félons de la série.;5;5;
kaamelott;Personnages;Quel comédien interprète le chevalier Hervé de Rinel ?;Tony Saba;Alexis Hénon;Aurélien Portehaut;Loïc Varraut;Tony Saba joue Hervé de Rinel, chevalier récurrent de la Table ronde.;5;5;
kaamelott;Personnages;Quelle comédienne incarne Ygerne, la mère du roi Arthur ?;Josée Drevon;Claire Nadeau;Joëlle Sevilla;Anne Girouard;Josée Drevon interprète Ygerne de Tintagel, la mère d'Arthur.;5;5;
kaamelott;Personnages;Quel comédien interprète Kadoc, le frère de Karadoc ?;Brice Fournier;Julien Dutel;Aurélien Portehaut;Stéphane Margot;Brice Fournier incarne Kadoc, connu pour répéter les fins de phrases.;5;5;
kaamelott;Intrigue;À qui le roi Arthur remet-il finalement les pleins pouvoirs dans le Livre VI ?;Lancelot;Léodagan;Bohort;Perceval;Reconnaissant envers Lancelot qui lui a sauvé la vie, Arthur lui confie les pleins pouvoirs.;5;5;
kaamelott;Intrigue;Quel enchanteur Perceval et Karadoc invitent-ils à rejoindre leur clan au Livre V ?;Merlin;Élias de Kelliwic'h;Le Père Blaise;Dagonet;Merlin quitte Kaamelott et s'installe à l'auberge avec Perceval et Karadoc.;5;5;
kaamelott;Univers;Le royaume de Logres s'étend, dans la série, de l'Orcanie jusqu'à quelle région ?;L'Aquitaine;La Calédonie;La Cornouailles;La Northumbrie;Le royaume de Logres gouverné par Arthur s'étend de l'Orcanie à l'Aquitaine.;4;5;
kaamelott;Production;Quel élément visuel commun apparaît dans chaque générique de la série ?;Excalibur se plaçant sous le titre;Un dragon survolant le château;La Table ronde en rotation;Le Graal illuminé;Chaque générique montre Excalibur se glisser sous le titre stylisé « Kaamelott ».;4;5;
kaamelott;Production;Quel comédien de la série est aussi crédité comme co-scénariste ?;Nicolas Gabion;Franck Pitiot;Thomas Cousseau;Simon Astier;Nicolas Gabion (Bohort) figure parmi les auteurs de la série aux côtés d'Alexandre Astier.;5;5;
kaamelott;Production;Lors de quel festival, au Grand Rex, le Livre VI a-t-il été présenté en avant-première ?;« Paris fait sa comédie »;« Séries Mania »;« La Nuit du court »;« Comédie Club »;Sept épisodes du Livre VI ont été projetés au Grand Rex lors du festival « Paris fait sa comédie » en 2009.;5;5;
kaamelott;Univers;Quel surnom énigmatique la série donne-t-elle à Méléagant ?;« la Réponse »;« l'Élu »;« le Néant »;« l'Augure »;Méléagant, l'homme en noir, est aussi désigné comme « la Réponse ».;5;5;
kaamelott;Univers;De quelle ville galloise, sous son nom d'époque, Perceval est-il originaire ?;Caerdydd;Caerleon;Dyfed;Gwynedd;Perceval vient de Caerdydd, c'est-à-dire l'actuelle Cardiff.;5;5;
kaamelott;Production;Combien de Livres Alexandre Astier prévoyait-il initialement pour la série ?;Sept;Cinq;Huit;Dix;"Astier envisageait sept Livres ; les deux derniers ont finalement fusionné en un seul Livre VI.";5;5;
kaamelott;Personnages;Quel comédien interprète Calogrenant, roi de Calédonie ?;Stéphane Margot;Christian Bujeau;François Rollin;Guillaume Briat;Stéphane Margot incarne Calogrenant, souverain allié d'Arthur.;5;5;
kaamelott;Personnages;Quel comédien interprète Lionel de Gaunes, le frère de Bohort ?;Étienne Fague;Aurélien Portehaut;Tony Saba;Brice Fournier;Étienne Fague joue Lionel de Gaunes, qui rejoint la Table ronde au Livre V.;5;5;
kaamelott;Personnages;Quelle comédienne incarne Mevanwi, l'épouse de Karadoc ?;Caroline Ferrus;Vanessa Guedj;Caroline Pascal;Anne Girouard;Caroline Ferrus interprète Mevanwi, qui deviendra un temps reine aux côtés d'Arthur.;5;5;
kaamelott;Personnages;Quel comédien interprète le trafiquant Venec ?;Loïc Varraut;Serge Papagalli;Alain Chapuis;Gilles Graveleau;Loïc Varraut incarne Venec, magouilleur récurrent qui propose ses combines à Arthur.;5;5;
kaamelott;Production;Quelle est la durée approximative d'un épisode du Livre VI ?;45 minutes;7 minutes;4 minutes;90 minutes;Le Livre VI est composé d'épisodes longs d'environ 45 minutes, très loin du format court initial.;4;5;
kaamelott;Production;Combien d'épisodes supplémentaires M6 commande-t-elle après le succès initial de la série ?;600;100;300;1000;Satisfaite des audiences, M6 commande dès 2005 six cents épisodes supplémentaires.;5;5;
kaamelott;Production;Quel record d'audience la série atteint-elle le 14 novembre 2005 ?;5,6 millions de téléspectateurs;2 millions de téléspectateurs;8 millions de téléspectateurs;10 millions de téléspectateurs;Le 14 novembre 2005, Kaamelott réunit un pic record de 5,6 millions de téléspectateurs.;5;5;
kaamelott;Production;Quelle maison a publié les textes et scripts de la série ?;Les éditions Télémaque;Les éditions Gallimard;Les éditions Casterman;Les éditions Dupuis;Les scripts des différents Livres ont été édités par les éditions Télémaque.;5;5;
kaamelott;Production;Dans quel studio de la région lyonnaise le Livre IV a-t-il été tourné ?;Le Studio 24;Les studios de Bry;Cinecittà;Les studios Éclair;Le tournage du Livre IV s'est déroulé au Studio 24, près de Lyon, en 2006.;5;5;
kaamelott;Production;En quelle année M6 diffuse-t-elle deux soirées spéciales autour du Livre V ?;2007;2005;2006;2008;Deux prime time spéciaux ont été diffusés en 2007, en prélude puis au milieu du Livre V.;5;5;
kaamelott;Production;Quel épisode du Livre VI fait directement suite au Livre V ?;Le dernier;Le premier;Le cinquième;Aucun;"Huit des neuf épisodes du Livre VI sont une préquelle ; seul le dernier prolonge le Livre V.";5;5;
kaamelott;Personnages;Qui incarne le roi Arthur dans Kaamelott ?;Alexandre Astier;Lionnel Astier;Franck Pitiot;Thomas Cousseau;"Alexandre Astier est aussi le créateur, réalisateur et scénariste de la série ; il compose même les musiques.";2;3;
kaamelott;Production;Sur quelle chaîne Kaamelott a-t-elle été diffusée pour la première fois ?;M6;TF1;France 2;Canal+;La série a été diffusée sur M6 du 3 janvier 2005 au 30 octobre 2009.;1;2;
kaamelott;Univers;Quel objet légendaire les chevaliers cherchent-ils tout au long de la série ?;Le Graal;La Toison d'or;Le Saint Suaire;La pierre philosophale;La quête du Graal est confiée à Arthur par la Dame du Lac.;1;2;
kaamelott;Répliques;Quelle est la réplique fétiche de Perceval quand il ne comprend pas ?;« C'est pas faux »;« C'est pas gagné »;« C'est pas grave »;« C'est pas malin »;C'est la « botte secrète » que Karadoc lui a apprise pour masquer qu'il a perdu le fil.;1;2;
kaamelott;Personnages;Qui est l'épouse légitime du roi Arthur ?;Guenièvre;Mevanwi;Viviane;Demetra;Guenièvre, fille de Léodagan et Séli, est la reine de Kaamelott.;2;2;
kaamelott;Univers;Quelle épée est traditionnellement associée au roi Arthur ?;Excalibur;Durandal;Joyeuse;Curtana;Excalibur est l'épée qu'Arthur a retirée du rocher et qu'il doit protéger.;2;2;
kaamelott;Personnages;Comment s'appelle l'inséparable acolyte de Perceval ?;Karadoc;Bohort;Yvain;Galessin;Karadoc de Vannes forme avec Perceval un duo comique central de la série.;2;3;
kaamelott;Personnages;Quel personnage est l'enchanteur officiel de Kaamelott, réputé peu doué ?;Merlin;Élias de Kelliwic'h;Le Père Blaise;Dagonet;Merlin est un druide maladroit qui rate régulièrement ses potions et ses sorts.;2;2;
kaamelott;Production;Qui a créé la série Kaamelott ?;Alexandre Astier;Jamel Debbouze;Éric Judor;Dany Boon;Alexandre Astier l'a créée avec Alain Kappauf et Jean-Yves Robin.;2;3;
kaamelott;Univers;Quel meuble emblématique réunit les chevaliers pour les affaires du royaume ?;La Table ronde;La table carrée;La table d'honneur;La grande estrade;La Table ronde symbolise l'égalité entre les chevaliers réunis autour d'Arthur.;1;1;
kaamelott;Répliques;Quelle boisson les chevaliers commandent-ils sans cesse à la taverne ?;De la cervoise;De l'hydromel;Du vin de messe;De la bière blonde;La cervoise, ancêtre de la bière, est un running gag de la série.;2;3;
kaamelott;Production;Combien de Livres (saisons) compte la série télévisée Kaamelott ?;Six;Quatre;Cinq;Sept;La série compte six Livres, diffusés entre 2005 et 2009.;2;3;
kaamelott;Personnages;Quel chevalier est le plus peureux et pleurnichard de la Table ronde ?;Bohort;Léodagan;Lancelot;Yvain;Bohort de Gaunes est célèbre pour sa lâcheté et ses discours alarmistes.;2;3;
kaamelott;Personnages;Qui est le beau-père d'Arthur, roi de Carmélide et guerrier sanguinaire ?;Léodagan;Loth;Calogrenant;Bohort;Léodagan, père de Guenièvre, prône volontiers l'exécution comme solution.;2;3;
kaamelott;Répliques;À quel jeu absurde inventé par Perceval et Karadoc joue-t-on dans la taverne ?;Le Sloubi;Le Pélican;La Marelle royale;Le Tarot breton;Le Sloubi est un jeu aux règles incompréhensibles, comme le décompte « un sloubi, deux sloubi… ».;2;4;
kaamelott;Personnages;Quel chevalier est le plus séduisant et le plus doué au combat ?;Lancelot;Karadoc;Bohort;Perceval;Lancelot du Lac est présenté comme le meilleur combattant de la Table ronde.;2;3;
kaamelott;Univers;À quelle grande époque historique se déroule l'action de Kaamelott ?;Le Moyen Âge;L'Antiquité;La Renaissance;L'époque gauloise;La série se déroule au Ve siècle, aux confins de l'Antiquité tardive et du haut Moyen Âge.;2;2;
kaamelott;Personnages;Quel personnage féminin remet la quête du Graal à Arthur ?;La Dame du Lac;Guenièvre;Séli;Mevanwi;La Dame du Lac guide Arthur, mais lui seul peut la voir la plupart du temps.;2;3;
kaamelott;Production;Quel était le format des épisodes des premiers Livres ?;3 à 4 minutes;26 minutes;52 minutes;15 minutes;Les Livres I à III sont composés de 100 épisodes courts de 3 à 4 minutes chacun.;2;3;
kaamelott;Personnages;Quelle est la principale passion de Karadoc ?;La nourriture;La lecture;Le combat;La stratégie;Karadoc est obsédé par la table et vante notamment les mérites du gras.;2;3;
kaamelott;Répliques;Comment surnomme-t-on le roi Arthur dans la série ?;Le Juste;Le Sage;Le Brave;Le Grand;Arthur Pendragon est dit « le Juste », souverain du royaume de Logres.;2;3;
