"theme";"sous_theme";"question";"bonne_reponse";"distracteur_1";"distracteur_2";"distracteur_3";"explication";"difficulte";"generalite";"note_verif"
"pokemon";"Gen 2";"Quelle grande nouveauté de gameplay apparaît avec Pokémon Or et Argent ?";"Le cycle jour/nuit";"Les combats en duo";"Les talents des Pokémon";"Les concours Pokémon";"Or et Argent introduisent une horloge interne : certains Pokémon n'apparaissent que le jour ou la nuit. Les trois autres nouveautés datent de la 3G.";"2";"3";""
"pokemon";"Gen 2";"Quelle région entière devient explorable après avoir battu la Ligue dans Or et Argent ?";"Kanto";"Hoenn";"Sinnoh";"Unys";"Fait unique dans la série : après Johto, le joueur peut parcourir tout Kanto et défier ses huit champions, pour un total de seize badges.";"2";"3";""
"pokemon";"Gen 3";"Comment s'appelle la région de Pokémon Rubis et Saphir ?";"Hoenn";"Johto";"Sinnoh";"Kanto";"Hoenn est une région tropicale inspirée de l'île japonaise de Kyushu.";"1";"2";""
"pokemon";"Gen 3";"Quels sont les trois Pokémon de départ de Hoenn ?";"Arcko, Poussifeu et Gobou";"Germignon, Héricendre et Kaiminus";"Tortipouss, Ouisticram et Tiplouf";"Bulbizarre, Salamèche et Carapuce";"Le Professeur Seko propose ces trois starters au début de Rubis, Saphir et Émeraude.";"2";"3";""
"pokemon";"Gen 3";"Quel Pokémon légendaire est la mascotte de Pokémon Rubis ?";"Groudon";"Kyogre";"Rayquaza";"Dialga";"Groudon, créateur des continents, illustre Rubis, tandis que Kyogre, maître des océans, illustre Saphir.";"1";"2";""
"pokemon";"Gen 3";"Quel Pokémon légendaire orne la jaquette de Pokémon Émeraude ?";"Rayquaza";"Groudon";"Kyogre";"Deoxys";"Rayquaza, le dragon céleste, est au cœur du scénario d'Émeraude, où il apaise l'affrontement entre Groudon et Kyogre.";"2";"3";""
"pokemon";"Gen 3";"Quelle équipe criminelle cherche à réveiller Kyogre pour étendre les océans ?";"La Team Aqua";"La Team Magma";"La Team Rocket";"La Team Galaxie";"La Team Aqua veut noyer les terres, tandis que la Team Magma veut au contraire assécher les mers grâce à Groudon.";"2";"3";""
"pokemon";"Gen 3";"Sur quelle console Pokémon Rubis et Saphir sont-ils sortis ?";"Game Boy Advance";"Game Boy Color";"Nintendo DS";"Game Boy";"Rubis et Saphir ont inauguré la série sur Game Boy Advance, avec un passage à la couleur 32 bits.";"2";"2";""
"pokemon";"Gen 4";"Comment s'appelle la région de Pokémon Diamant et Perle ?";"Sinnoh";"Hoenn";"Johto";"Unys";"Sinnoh, région montagneuse dominée par le Mont Couronné, s'inspire de l'île d'Hokkaido.";"1";"2";""
"pokemon";"Gen 4";"Quels sont les trois Pokémon de départ de Sinnoh ?";"Tortipouss, Ouisticram et Tiplouf";"Arcko, Poussifeu et Gobou";"Germignon, Héricendre et Kaiminus";"Bulbizarre, Salamèche et Carapuce";"Le joueur choisit l'un de ces starters du Professeur Sorbier au bord du Lac Vérité.";"2";"3";""
"pokemon";"Gen 4";"Quel Pokémon légendaire maître du temps est la mascotte de Pokémon Diamant ?";"Dialga";"Palkia";"Giratina";"Arceus";"Dialga contrôle le temps et illustre Diamant ; Palkia, maître de l'espace, illustre Perle.";"1";"2";""
"pokemon";"Gen 4";"Sur quelle console Pokémon Diamant et Perle sont-ils sortis ?";"Nintendo DS";"Game Boy Advance";"Nintendo 3DS";"Game Boy Color";"Diamant et Perle ont lancé la série sur Nintendo DS, avec les échanges en ligne via la connexion Wi-Fi.";"1";"2";""
"pokemon";"Gen 4";"Qui est la Maîtresse de la Ligue Pokémon de Sinnoh ?";"Cynthia";"Sandra";"Blanche";"Jasmine";"Cynthia est restée célèbre comme l'une des Championnes les plus coriaces de toute la série.";"2";"3";""
"pokemon";"Gen 4";"Quelle organisation criminelle sévit dans la région de Sinnoh ?";"La Team Galaxie";"La Team Rocket";"La Team Aqua";"La Team Magma";"La Team Galaxie, menée par Hélio, veut recréer l'univers grâce aux légendaires Dialga et Palkia.";"2";"3";""
"pokemon";"Gen 4";"Quel Pokémon mythique est présenté comme le créateur de l'univers Pokémon ?";"Arceus";"Mew";"Dialga";"Giratina";"Selon les mythes de Sinnoh, Arceus aurait façonné l'univers et créé Dialga, Palkia et Giratina.";"2";"3";""
"pokemon";"Gen 2";"Dans HeartGold et SoulSilver, quelle particularité possède le premier Pokémon de l'équipe ?";"Il suit le joueur à l'écran";"Il gagne le double d'expérience";"Il ne peut pas être empoisonné";"Il obéit même sans badge";"Ces remakes sur DS permettent à n'importe quel Pokémon de marcher derrière le joueur, clin d'œil au Pikachu de Pokémon Jaune.";"2";"3";""
"pokemon";"Gen 1";"En combien de Pokémon différents Évoli peut-il évoluer dans la première génération ?";"Trois";"Deux";"Quatre";"Cinq";"Aquali, Voltali et Pyroli sont ses seules évolutions en 1G ; la famille s'agrandit dans les générations suivantes.";"2";"3";""
"pokemon";"Gen 1";"Quelle pierre évolutive transforme Évoli en Voltali ?";"La Pierre Foudre";"La Pierre Eau";"La Pierre Feu";"La Pierre Lune";"La Pierre Foudre donne Voltali, la Pierre Eau donne Aquali et la Pierre Feu donne Pyroli.";"2";"3";""
"pokemon";"mécaniques";"À quel niveau Magicarpe évolue-t-il en Léviator ?";"Niveau 20";"Niveau 15";"Niveau 25";"Niveau 30";"Le poisson le plus faible du jeu devient un redoutable Léviator dès le niveau 20.";"2";"3";""
"pokemon";"Gen 1";"Quel Pokémon mythique porte le numéro 151 et clôt le Pokédex de Kanto ?";"Mew";"Mewtwo";"Célébi";"Ptéra";"Mew, ancêtre supposé de tous les Pokémon, n'était officiellement obtenable que lors d'événements de distribution.";"2";"2";""
"pokemon";"Gen 1";"Quel est le Pokémon emblématique de Pierre, le champion d'Argenta ?";"Onix";"Racaillou";"Grolem";"Rhinocorne";"Son Onix constitue le premier vrai obstacle du jeu, surtout pour les dresseurs partis avec Salamèche.";"2";"3";""
"pokemon";"Gen 4";"Quel gadget multifonction le joueur reçoit-il à Féli-Cité dans Diamant et Perle ?";"La Poké Montre";"Le Pokématos";"Le PokéNav";"Le Pokéwalker";"La Poké Montre et ses applications occupent l'écran tactile de la DS ; les autres gadgets viennent d'autres jeux de la série.";"2";"4";""
"pokemon";"Gen 1";"Quel champion d'arène de Jadielle est aussi le chef de la Team Rocket ?";"Giovanni";"Koga";"Auguste";"Major Bob";"Giovanni, spécialiste du type Sol, dirige secrètement la Team Rocket et disparaît après sa défaite à l'arène.";"3";"3";""
"pokemon";"Gen 1";"Quel Pokémon obtient-on en faisant revivre le Vieil Ambre au laboratoire de Cramois'Île ?";"Ptéra";"Kabuto";"Amonita";"Amonistar";"Le Vieil Ambre contient l'ADN de Ptéra ; Kabuto et Amonita proviennent des fossiles Dôme et Nautile du Mont Sélénite.";"3";"4";""
"pokemon";"Gen 1";"Où peut-on capturer Artikodin dans Pokémon Rouge et Bleu ?";"Aux Îles Écume";"Au Mont Sélénite";"Dans le Parc Safari";"Au Manoir Pokémon";"L'oiseau de glace niche au cœur du labyrinthe aquatique des Îles Écume, entre Parmanie et Cramois'Île.";"3";"4";""
"pokemon";"Gen 1";"Quel objet permet d'identifier les fantômes de la Tour Pokémon de Lavanville ?";"Le Scope Sylphe";"La Pokéflûte";"La Master Ball";"La Clé Secrète";"Récupéré au repaire de la Team Rocket, le Scope Sylphe révèle la véritable identité des spectres de la tour.";"3";"4";""
"pokemon";"Gen 1";"Dans quel lieu abandonné Électhor peut-il être capturé en première génération ?";"La Centrale";"La Tour Pokémon";"La Grotte Taupiqueur";"Le Souterrain de Céladopole";"L'oiseau électrique a élu domicile dans la Centrale désaffectée, accessible en surfant depuis la Route 10.";"3";"4";""
"pokemon";"Gen 1";"Quel célèbre Pokémon-glitch de Rouge et Bleu permet notamment de dupliquer des objets ?";"MissingNo.";"Glitch City";"ZZAZZ";"Pokégod";"Rencontrer MissingNo. multiplie le sixième objet du sac : ce bug est devenu l'un des plus célèbres de l'histoire du jeu vidéo.";"3";"3";""
"pokemon";"Gen 1";"Dans Pokémon Jaune, quel Pokémon le rival reçoit-il en début d'aventure ?";"Évoli";"Carapuce";"Salamèche";"Bulbizarre";"Comme le joueur reçoit d'office Pikachu, le rival hérite d'Évoli, qu'il fait évoluer différemment selon vos premières victoires.";"3";"4";""
"pokemon";"Gen 2";"Quel professeur, installé à Bourg Geon, confie les Pokémon de départ de Johto ?";"Le Professeur Orme";"Le Professeur Chen";"Le Professeur Seko";"Le Professeur Sorbier";"Le Professeur Orme, ancien élève du Professeur Chen, est spécialiste de la reproduction des Pokémon.";"3";"4";""
"pokemon";"Gen 2";"Quelle est la particularité du Léviator du Lac Colère dans Or et Argent ?";"Il est chromatique, de couleur rouge";"Il est deux fois plus grand que la normale";"Il connaît une capacité exclusive";"Il ne peut pas être capturé";"Ce Léviator rouge garantit à chaque joueur de croiser au moins un Pokémon chromatique, une nouveauté de la 2G.";"3";"3";""
"pokemon";"Gen 2";"Quel dresseur mythique affronte-t-on au sommet du Mont Argenté dans Or et Argent ?";"Red";"Peter";"Giovanni";"Silver";"Red, le héros de la première génération, attend en silence avec une équipe de niveau record menée par son Pikachu.";"3";"3";""
"pokemon";"Gen 2";"Quel bâtiment de Doublonville la Team Rocket envahit-elle dans Or et Argent ?";"La Tour Radio";"Le Grand Magasin";"La Tour Chetiflor";"Le Parc Naturel";"La Team Rocket s'empare de la Tour Radio pour lancer un appel à son chef disparu, Giovanni.";"3";"4";""
"pokemon";"Gen 2";"Quel Pokémon de Blanche, la championne de Doublonville, est resté célèbre pour sa difficulté ?";"Écrémeuh";"Tauros";"Leveinard";"Rondoudou";"Son Écrémeuh enchaîne Roulade et Lait à Boire : un cauchemar pour des générations entières de joueurs.";"3";"4";""
"pokemon";"mécaniques";"Quels deux types de Pokémon ont été introduits dans la deuxième génération ?";"Acier et Ténèbres";"Fée et Acier";"Ténèbres et Psy";"Fée et Insecte";"Acier et Ténèbres ont été ajoutés pour rééquilibrer le type Psy, trop dominant en 1G. Le type Fée n'arrive qu'en 6G.";"3";"4";""
"pokemon";"Gen 2";"Dans quelle tour de Rosalia les trois chiens légendaires ont-ils été ranimés par Ho-Oh ?";"La Tour Cendrée";"La Tour Carillon";"La Tour Radio";"La Tour Chetiflor";"Raikou, Entei et Suicune ont péri dans l'incendie de cette tour avant d'être ressuscités par Ho-Oh.";"3";"4";""
"pokemon";"Gen 2";"Quel type de Pokémon Mortimer, le champion de Rosalia, utilise-t-il ?";"Spectre";"Ténèbres";"Psy";"Poison";"Mortimer et ses Ectoplasma défendent la quatrième arène de Johto.";"3";"4";""
"pokemon";"Gen 2";"Quel accessoire podomètre était vendu avec HeartGold et SoulSilver ?";"Le Pokéwalker";"Le Pokématos";"La Poké Montre";"Le PokéNav";"Le Pokéwalker permettait d'emmener un Pokémon en promenade dans le monde réel pour lui faire gagner de l'expérience.";"3";"4";""
"pokemon";"Gen 3";"Quel professeur distribue les Pokémon de départ dans la région de Hoenn ?";"Le Professeur Seko";"Le Professeur Orme";"Le Professeur Chen";"Le Professeur Sorbier";"Le joueur sauve le Professeur Seko d'un Pokémon sauvage en choisissant un starter dans son sac posé au sol.";"3";"4";""
"pokemon";"mécaniques";"Quelle nouveauté de combat apparaît avec la troisième génération ?";"Les combats en duo";"Le cycle jour/nuit";"Les combats en triple";"Les Méga-Évolutions";"Rubis et Saphir introduisent les combats à deux contre deux ; les combats en triple arrivent en 5G et les Méga-Évolutions en 6G.";"3";"4";""
"pokemon";"Gen 3";"Qui est le père du héros dans Rubis et Saphir ?";"Norman";"Pierre Rochard";"Marc";"Bastien";"Norman, champion de l'arène de Clémenti-Ville, est le premier père visible d'un héros de la série.";"3";"4";""
"pokemon";"Gen 3";"Où Rayquaza sommeille-t-il dans Pokémon Émeraude ?";"Au Pilier Céleste";"À la Grotte Origine";"Au Mont Chimnée";"À l'Île du Sud";"Le joueur gravit le Pilier Céleste pour réveiller Rayquaza, seul capable de stopper l'affrontement entre Groudon et Kyogre.";"3";"4";""
"pokemon";"Gen 3";"Quels Pokémon légendaires jumeaux forment le duo Éon de Hoenn ?";"Latias et Latios";"Raikou et Entei";"Créhelf et Créfadet";"Plusle et Minun";"Latias et Latios sillonnent Hoenn après la Ligue : Latios erre dans Rubis, Latias dans Saphir.";"3";"4";""
"pokemon";"Gen 3";"Quel archipel inédit explore-t-on dans Rouge Feu et Vert Feuille ?";"Les Îles Sevii";"Les Îles Écume";"Les Îles Tourbillon";"Les Îles Orange";"Ces remakes de la 1G sur Game Boy Advance ajoutent les Îles Sevii, où l'on croise notamment des Pokémon de Johto.";"3";"4";""
"pokemon";"Gen 3";"Comment s'appelle le complexe de sept installations de combat ajouté dans Pokémon Émeraude ?";"La Zone de Combat";"La Tour de Combat";"Le Métro de Combat";"La Maison de Combat";"La Zone de Combat (Battle Frontier) et ses sept épreuves aux règles spéciales représentent le défi ultime d'Émeraude.";"3";"4";""
"pokemon";"mécaniques";"Quel objet tenu permet à Onix d'évoluer en Steelix lors d'un échange ?";"La Peau Métal";"La Roche Royale";"L'Écaille Draco";"L'Améliorator";"Échangé en tenant une Peau Métal, Onix devient Steelix ; le même objet transforme Insécateur en Cizayox.";"3";"4";""
"pokemon";"Gen 4";"Dans Pokémon Platine, dans quelle dimension parallèle affronte-t-on Giratina ?";"Le Monde Distorsion";"Le Monde Inversé";"Le Monde des Rêves";"L'Ultra-Dimension";"Le Monde Distorsion, domaine de Giratina où la gravité change à chaque pas, est le point culminant du scénario de Platine.";"3";"4";""
"pokemon";"Gen 4";"Quel est le Pokémon emblématique de Cynthia ?";"Carchacrok";"Luxray";"Drattak";"Dimoret";"Son Carchacrok, dragon de type Dragon et Sol, a traumatisé bien des joueurs de Diamant et Perle.";"3";"4";""
"pokemon";"Gen 4";"Quel trio de Pokémon veille sur les trois lacs de Sinnoh ?";"Créhelf, Créfollet et Créfadet";"Raikou, Entei et Suicune";"Regirock, Regice et Registeel";"Artikodin, Électhor et Sulfura";"Ces trois gardiens des lacs Vérité, Savoir et Courage incarnent le savoir, l'émotion et la volonté.";"3";"4";""
"pokemon";"Gen 4";"Quelles sont les deux nouvelles évolutions d'Évoli introduites en quatrième génération ?";"Phyllali et Givrali";"Mentali et Noctali";"Aquali et Voltali";"Nymphali et Pyroli";"Phyllali (Plante) et Givrali (Glace) rejoignent la famille ; Mentali et Noctali dataient de la 2G.";"3";"4";""
"pokemon";"Gen 4";"Quel bébé Pokémon, pré-évolution de Ronflex, apparaît en quatrième génération ?";"Goinfrex";"Ptiravi";"Mime Jr.";"Korillon";"Goinfrex évolue en Ronflex par bonheur ; les trois autres sont aussi des bébés introduits en 4G, mais d'autres lignées.";"3";"4";""
"pokemon";"Gen 4";"Quelle activité principale proposent les Souterrains de Diamant et Perle ?";"Creuser pour extraire fossiles et trésors";"Pêcher des Pokémon rares";"Cultiver des Baies";"Organiser des courses de vélo";"Les Souterrains permettent de creuser les parois pour trouver fossiles, pierres et sphères, et d'aménager une base secrète.";"3";"4";""
"pokemon";"Gen 2";"Quel champion d'arène de Kanto quitte son poste pour rejoindre le Conseil 4 dans Or et Argent ?";"Koga";"Pierre";"Ondine";"Auguste";"Koga, le ninja de Parmanie, intègre le Conseil 4 de Johto ; sa fille Jeannine reprend son arène.";"4";"4";""
"pokemon";"Gen 1";"Quel Pokémon hante le sommet de la Tour Pokémon en pleurant son petit ?";"Ossatueur";"Osselait";"Ectoplasma";"Spectrum";"Le fantôme est la mère Ossatueur d'un Osselait, tuée par la Team Rocket : l'un des passages les plus sombres de la série.";"4";"4";""
"pokemon";"Gen 1";"Combien coûte le Magicarpe vendu par le camelot du Centre Pokémon proche du Mont Sélénite ?";"500 Pokédollars";"100 Pokédollars";"300 Pokédollars";"1 000 Pokédollars";"Cette arnaque assumée est devenue culte : le Magicarpe vendu 500 Pokédollars se pêche gratuitement à la Canne partout.";"4";"4";""
"pokemon";"Gen 1";"Quel prix affiche le vélo du magasin de cycles d'Azuria dans Rouge et Bleu ?";"1 000 000 Pokédollars";"999 999 Pokédollars";"500 000 Pokédollars";"100 000 Pokédollars";"Le vélo coûte un Pokédollar de plus que le maximum transportable (999 999) : il faut donc se procurer le Bon Commande.";"4";"4";""
"pokemon";"Gen 1";"Où Sulfura niche-t-il dans Pokémon Rouge et Bleu ?";"Sur la Route Victoire";"Au Mont Sélénite";"Dans le Parc Safari";"Aux Îles Écume";"Contrairement aux deux autres oiseaux légendaires, Sulfura se cache simplement dans un recoin de la Route Victoire.";"4";"5";""
"pokemon";"Gen 1";"Quelle spécialiste du type Glace ouvre le Conseil 4 de Kanto ?";"Olga";"Agatha";"Morgane";"Gladys";"Olga et ses Pokémon Glace ouvrent le bal, suivie d'Aldo, d'Agatha, puis de Peter le dresseur de dragons.";"4";"4";""
"pokemon";"Gen 1";"Quel Pokémon ne peut être obtenu qu'au Casino de Céladopole dans Rouge et Bleu ?";"Porygon";"Minidraco";"Abra";"Évoli";"Porygon, le Pokémon virtuel, ne s'obtient qu'en échange de milliers de jetons ; les trois autres existent ailleurs dans le jeu.";"4";"4";""
"pokemon";"Gen 2";"Dans Or et Argent, quel Pokémon éclot de l'Œuf Mystère remis par M. Pokémon ?";"Togepi";"Pichu";"Toudoudou";"Lippouti";"Cet œuf au cœur de l'intrigue d'ouverture donne un Togepi, vitrine de la mécanique de reproduction inaugurée en 2G.";"4";"4";""
"pokemon";"Gen 2";"Quels jours de la semaine se tient le Concours de Capture d'Insectes du Parc Naturel dans Or et Argent ?";"Mardi, jeudi et samedi";"Lundi, mercredi et vendredi";"Mercredi, samedi et dimanche";"Samedi et dimanche uniquement";"Trois fois par semaine, les dresseurs s'affrontent au Parc Naturel pour capturer le plus beau Pokémon Insecte avec 20 Compét Balls.";"5";"5";"Jours valables pour Or/Argent/Cristal ; à revérifier si utilisé pour HGSS."
"pokemon";"Gen 2";"Quel Pokémon obtient-on en échangeant un Têtarte tenant une Roche Royale ?";"Tarpaud";"Tartard";"Aquali";"Axoloto";"Depuis la 2G, Têtarte possède deux évolutions : Tartard par Pierre Eau, ou Tarpaud par échange avec la Roche Royale.";"4";"5";""
"pokemon";"Gen 2";"Quelle grande première la version Cristal introduit-elle dans la série ?";"Le choix d'une héroïne jouable";"Les Pokémon chromatiques";"Le cycle jour/nuit";"Les échanges sans fil";"Cristal permet pour la première fois d'incarner une fille ; les chromatiques et le cycle jour/nuit datent déjà d'Or et Argent.";"4";"4";""
"pokemon";"Gen 2";"Que vole la Team Rocket aux Ramoloss du puits d'Écorcia ?";"Leurs queues";"Leurs perles";"Leurs coquilles";"Leurs œufs";"La Team Rocket coupe les queues des Ramoloss pour les revendre à prix d'or, celles-ci repoussant naturellement.";"4";"4";""
"pokemon";"Gen 3";"Qui est le Maître de la Ligue de Hoenn dans Rubis et Saphir ?";"Pierre Rochard";"Norman";"Juan";"Bastien";"Pierre Rochard, collectionneur de pierres rares et spécialiste du type Acier, cède ensuite sa place à Marc dans Émeraude.";"4";"5";""
"pokemon";"Gen 3";"Qui dirige la Team Magma dans Rubis et Émeraude ?";"Max";"Arthur";"Hélio";"Giovanni";"Max veut réveiller Groudon pour étendre les terres émergées ; son rival Arthur mène la Team Aqua.";"4";"5";""
"pokemon";"Gen 3";"Dans quel système d'écriture sont rédigées les énigmes menant aux trois Golems Regi ?";"Le braille";"Le morse";"Les hiéroglyphes";"L'alphabet Zarbi";"Les inscriptions de la Chambre Scellée et des ruines des Regis sont en braille, une originalité restée unique dans la série.";"4";"5";""
"pokemon";"Gen 3";"Quel Pokémon évolue en Milobellus lorsque sa Beauté atteint son maximum ?";"Barpau";"Écayon";"Rémoraid";"Loupio";"En 3G, il faut gaver Barpau de Pokéblocs pour maximiser sa Beauté : l'une des évolutions les plus fastidieuses du jeu.";"4";"5";""
"pokemon";"Gen 3";"Quelle acrobatie le Vélo Cross de Hoenn permet-il de réaliser ?";"Des figures et des sauts sur place";"Rouler à la surface de l'eau";"Doubler sa vitesse de pointe";"Gravir les pentes de boue";"Le Vélo Cross permet sauts et équilibres pour franchir certains obstacles ; le Vélo Course mise sur la vitesse et les pentes.";"4";"5";""
"pokemon";"Gen 3";"Combien de formes différentes Deoxys possède-t-il au total ?";"Quatre";"Deux";"Trois";"Cinq";"Deoxys possède les formes Normale, Attaque, Défense et Vitesse, cette dernière ayant été ajoutée dans Émeraude.";"4";"5";""
"pokemon";"Gen 4";"Combien d'espèces le Pokédex national compte-t-il à la fin de la quatrième génération ?";"493";"449";"481";"507";"La 4G porte le total à 493 espèces, Arceus fermant la marche du Pokédex national.";"4";"5";""
"pokemon";"Gen 4";"Quel Pokémon des cauchemars réside sur l'île Nouvelle-Lune ?";"Darkrai";"Cresselia";"Heatran";"Manaphy";"Darkrai, accessible via un événement, plonge ses victimes dans des cauchemars ; Cresselia, son pendant, vit sur l'île Pleine-Lune.";"4";"4";""
"pokemon";"Gen 4";"Où capture-t-on Heatran dans la quatrième génération ?";"Au Mont Abrupt";"Au Mont Couronné";"À la Grotte Retour";"À l'Île de Fer";"Heatran attend au cœur volcanique du Mont Abrupt, sur l'île post-Ligue au nord-est de Sinnoh.";"5";"5";""
"pokemon";"Gen 4";"Quelle condition faut-il remplir pour réveiller Regigigas au Temple de Frimapic ?";"Avoir Regirock, Regice et Registeel dans l'équipe";"Venir une nuit de pleine lune";"Tenir l'Orbe Adamant";"Avoir un Pokémon de niveau 100";"Le colosse ne s'anime qu'en présence de ses trois créations, les Golems légendaires apparus à Hoenn.";"4";"5";""
"pokemon";"mécaniques";"Quelle refonte majeure du système de combat la quatrième génération introduit-elle ?";"La séparation physique/spécial par attaque";"Les talents des Pokémon";"Les natures";"Les capacités Z";"Avant la 4G, la catégorie physique ou spéciale dépendait du type ; elle est désormais propre à chaque attaque.";"4";"5";""
"pokemon";"Gen 4";"Combien de formes électroménagères Rotom gagne-t-il dans Pokémon Platine ?";"Cinq";"Trois";"Quatre";"Six";"Platine ajoute les formes Chaleur, Lavage, Froid, Hélice et Tonte, chacune dotée d'une attaque exclusive.";"5";"5";""
"pokemon";"Gen 4";"Quel système introduit en quatrième génération permet d'échanger des Pokémon avec le monde entier ?";"La GTS";"La Banque Pokémon";"L'Échange Miracle";"Le Poké Transfert";"La GTS (Global Trade Station) de Féli-Cité inaugure les échanges mondiaux via la connexion Wi-Fi Nintendo de la DS.";"4";"4";""
"pokemon";"Gen 4";"Quel dispositif permet de transférer les Pokémon de la 3G vers Diamant et Perle ?";"Le Parc des Amis";"Le Poké Transfert";"Le Parc Safari";"L'Aire de Détente";"Le Parc des Amis accueille les Pokémon envoyés depuis une cartouche Game Boy Advance insérée dans la DS.";"5";"5";""
"pokemon";"Gen 4";"Quelle forme alternative Shaymin obtient-il dans Pokémon Platine ?";"La Forme Céleste";"La Forme Originelle";"La Forme Vitesse";"La Forme Défense";"Grâce à la Gracidée, Shaymin passe en Forme Céleste le jour et devient de type Plante et Vol.";"4";"5";""
